title,content,tag,submited,passed,passing_rate,level,p_id
[NOIP2012提高组]国王游戏," 
            恰逢 HH H国国庆，国王邀请n nn 位大臣来玩一个有奖游戏。首先，他让每个大臣在左、右手上面分别写下一个整数，国王自己也在左、右手上各写一个整数。然后，让这 nnn 位大臣排成一排，国王站在队伍的最前面。排好队后，所有的大臣都会获得国王奖赏的若干金币，每位大臣获得的金币数分别是：排在该大臣前面的所有人的左手上的数的乘积除以他自己右手上的数，然后向下取整得到的结果。
国王不希望某一个大臣获得特别多的奖赏，所以他想请你帮他重新安排一下队伍的顺序，使得获得奖赏最多的大臣，所获奖赏尽可能的少。注意，国王的位置始终在队伍的最前面。
 输入格式 第一行包含一个整数n nn，表示大臣的人数。
第二行包含两个整数 aaa和 bbb，之间用一个空格隔开，分别表示国王左手和右手上的整数。
接下来 nn n行，每行包含两个整数a aa 和 bbb，之间用一个空格隔开，分别表示每个大臣左手和右手上的整数。
 输出格式 一个整数，表示重新排列后的队伍中获奖赏最多的大臣所获得的金币数。
  输入输出样例 输入 #1 
    复制
   3 
1 1 
2 3 
7 4 
4 6  输出 #1 
    复制
   2 说明/提示 【输入输出样例说明】
按1 11、222、333 这样排列队伍，获得奖赏最多的大臣所获得金币数为 222；
按 111、333、222 这样排列队伍，获得奖赏最多的大臣所获得金币数为2 22；
按 222、111、333 这样排列队伍，获得奖赏最多的大臣所获得金币数为 222；
按2 22、333、11 1这样排列队伍，获得奖赏最多的大臣所获得金币数为9 99；
按 333、111、22 2这样排列队伍，获得奖赏最多的大臣所获得金币数为 222；
按3 33、222、111 这样排列队伍，获得奖赏最多的大臣所获得金币数为 999。
因此，奖赏最多的大臣最少获得 22 2个金币，答案输出 222。
【数据范围】
对于 20%的数据，有 1≤n≤10,0<a,b<81≤ n≤ 10,0 < a,b < 81≤n≤10,0<a,b<8；
对于 40%的数据，有1≤n≤20,0<a,b<8 1≤ n≤20,0 < a,b < 81≤n≤20,0<a,b<8；
对于 60%的数据，有 1≤n≤1001≤ n≤1001≤n≤100；
对于 60%的数据，保证答案不超过 10910^9109；
对于 100%的数据，有 1≤n≤1,000,0<a,b<100001 ≤ n ≤1,000,0 < a,b < 100001≤n≤1,000,0<a,b<10000。
NOIP 2012 提高组 第一天 第二题","NOIp提高组
2012",65.47,14.18,0.22,普及+/提高,P1080
[NOIP2012提高组]开车旅行," 
 

小 
\text{A}
A 和小 
\text{B}
B 决定利用假期外出旅行，他们将想去的城市从 
1
1 到 
n
n 编号，且编号较小的城市在编号较大的城市的西边，已知各个城市的海拔高度互不相同，记城市 
i
i 的海拔高度为
h_i
h
i
	​

，城市 
i
i 和城市 
j
j 之间的距离 
d_{i,j}
d
i,j
	​

 恰好是这两个城市海拔高度之差的绝对值，即 
d_{i,j}=|h_i-h_j|
d
i,j
	​

=∣h
i
	​

−h
j
	​

∣。

旅行过程中，小 
\text{A}
A 和小 
\text{B}
B 轮流开车，第一天小 
\text{A}
A 开车，之后每天轮换一次。他们计划选择一个城市 
s
s 作为起点，一直向东行驶，并且最多行驶 
x
x 公里就结束旅行。

小 
\text{A}
A 和小 
\text{B}
B 的驾驶风格不同，小 
\text{B}
B 总是沿着前进方向选择一个最近的城市作为目的地，而小 
\text{A}
A 总是沿着前进方向选择第二近的城市作为目的地（注意：本题中如果当前城市到两个城市的距离相同，则认为离海拔低的那个城市更近）。如果其中任何一人无法按照自己的原则选择目的城市，或者到达目的地会使行驶的总距离超出 
x
x 公里，他们就会结束旅行。

在启程之前，小 
\text{A}
A 想知道两个问题：

1、 对于一个给定的 
x=x_0
x=x
0
	​

，从哪一个城市出发，小 
\text{A}
A 开车行驶的路程总数与小 
\text{B}
B 行驶的路程总数的比值最小（如果小 
\text{B}
B 的行驶路程为 
0
0，此时的比值可视为无穷大，且两个无穷大视为相等）。如果从多个城市出发，小 
\text{A}
A 开车行驶的路程总数与小 
\text{B}
B 行驶的路程总数的比值都最小，则输出海拔最高的那个城市。

2、对任意给定的 
x=x_i
x=x
i
	​

 和出发城市 
s_i
s
i
	​

，小 
\text{A}
A 开车行驶的路程总数以及小 
\text B
B 行驶的路程总数。

输入格式

第一行包含一个整数 
n
n，表示城市的数目。

第二行有 
n
n 个整数，每两个整数之间用一个空格隔开，依次表示城市 
1
1 到城市 
n
n 的海拔高度，即 
h_1,h_2 ... h_n
h
1
	​

,h
2
	​

...h
n
	​

，且每个 
h_i
h
i
	​

 都是互不相同的。

第三行包含一个整数 
x_0
x
0
	​

。

第四行为一个整数 
m
m，表示给定 
m
m 组 
s_i
s
i
	​

 和 
x_i
x
i
	​

。

接下来的 
m
m 行，每行包含 
2
2 个整数 
s_i
s
i
	​

 和 
x_i
x
i
	​

，表示从城市
s_i
s
i
	​

 出发，最多行驶 
x_i
x
i
	​

 公里。

输出格式

输出共 
m+1
m+1 行。

第一行包含一个整数 
s_0
s
0
	​

，表示对于给定的 
x_0
x
0
	​

，从编号为 
s_0
s
0
	​

 的城市出发，小 
\text A
A 开车行驶的路程总数与小 
\text B
B 行驶的路程总数的比值最小。

接下来的 
m
m 行，每行包含 
2
2 个整数，之间用一个空格隔开，依次表示在给定的 
s_i
s
i
	​

 和 
x_i
x
i
	​

 下小 
\text A
A 行驶的里程总数和小 
\text B
B 行驶的里程总数。

输入输出样例
输入 #1
复制
4 
2 3 1 4 
3 
4 
1 3 
2 3 
3 3 
4 3

输出 #1
复制
1 
1 1 
2 0 
0 0 
0 0 
输入 #2
复制
10 
4 5 6 1 2 3 7 8 9 10 
7 
10 
1 7 
2 7 
3 7 
4 7 
5 7 
6 7 
7 7 
8 7 
9 7 
10 7
输出 #2
复制
2 
3 2 
2 4 
2 1 
2 4 
5 1 
5 1 
2 1 
2 0 
0 0 
0 0
说明/提示

【样例1说明】

各个城市的海拔高度以及两个城市间的距离如上图所示。

如果从城市 
1
1 出发，可以到达的城市为 
2,3,4
2,3,4，这几个城市与城市 
1
1 的距离分别为 
1,1,2
1,1,2，但是由于城市 
3
3 的海拔高度低于城市 
2
2，所以我们认为城市 
3
3 离城市 
1
1 最近，城市 
2
2 离城市 
1
1 第二近，所以小A会走到城市 
2
2。到达城市 
2
2 后，前面可以到达的城市为 
3,4
3,4，这两个城市与城市 
2
2 的距离分别为 
2,1
2,1，所以城市 
4
4 离城市 
2
2 最近，因此小B会走到城市
4
4。到达城市 
4
4 后，前面已没有可到达的城市，所以旅行结束。

如果从城市 
2
2 出发，可以到达的城市为 
3,4
3,4，这两个城市与城市 
2
2 的距离分别为 
2,1
2,1，由于城市 
3
3 离城市 
2
2 第二近，所以小 
\text A
A 会走到城市 
3
3。到达城市 
3
3 后，前面尚未旅行的城市为 
4
4，所以城市 
4
4 离城市 
3
3 最近，但是如果要到达城市 
4
4，则总路程为 
2+3=5>3
2+3=5>3，所以小 
\text B
B 会直接在城市 
3
3 结束旅行。

如果从城市 
3
3 出发，可以到达的城市为 
4
4，由于没有离城市 
3
3 第二近的城市，因此旅行还未开始就结束了。

如果从城市 
4
4 出发，没有可以到达的城市，因此旅行还未开始就结束了。

【样例2说明】

当 
x=7
x=7 时，如果从城市 
1
1 出发，则路线为 
1 \to 2 \to 3 \to 8 \to 9
1→2→3→8→9，小 
\text A
A 走的距离为 
1+2=3
1+2=3，小 
\text B
B 走的距离为 
1+1=2
1+1=2。（在城市 
1
1 时，距离小 
\text A
A 最近的城市是 
2
2 和 
6
6，但是城市 
2
2 的海拔更高，视为与城市 
1
1 第二近的城市，所以小 
\text A
A 最终选择城市 
2
2；走到
9
9 后，小 
\text A
A 只有城市 
10
10 可以走，没有第二选择可以选，所以没法做出选择，结束旅行）

如果从城市 
2
2 出发，则路线为 
2 \to 6 \to 7
2→6→7，小 
\text A
A 和小 
\text B
B 走的距离分别为 
2,4
2,4。

如果从城市 
3
3 出发，则路线为 
3 \to 8 \to 9
3→8→9，小 
\text A
A 和小 
\text B
B 走的距离分别为
2,1
2,1。

如果从城市 
4
4 出发，则路线为 
4 \to 6 \to 7
4→6→7，小 
\text A
A 和小 
\text B
B 走的距离分别为 
2,4
2,4。

如果从城市 
5
5 出发，则路线为 
5 \to 7 \to 8
5→7→8，小 
\text A
A 和小 
\text B
B 走的距离分别为 
5,1
5,1。

如果从城市 
6
6 出发，则路线为 
6 \to 8 \to 9
6→8→9，小 
\text A
A 和小 
\text B
B 走的距离分别为
5,1
5,1。

如果从城市 
7
7 出发，则路线为 
7 \to 9 \to 10
7→9→10，小 
\text A
A 和小 
\text B
B 走的距离分别为
2,1
2,1。

如果从城市 
8
8 出发，则路线为 
8 \to 10
8→10，小 
\text A
A 和小 
\text B
B 走的距离分别为
2,0
2,0。

如果从城市 
9
9 出发，则路线为 
9
9，小 
\text A
A 和小 
\text B
B 走的距离分别为 
0,0
0,0（旅行一开始就结束了）。

如果从城市 
10
10 出发，则路线为 
10
10，小 
\text A
A 和小 
\text B
B 走的距离分别为
0,0
0,0。

从城市 
2
2 或者城市 
4
4 出发小 
\text A
A 行驶的路程总数与小 
\text B
B 行驶的路程总数的比值都最小，但是城市 
2
2 的海拔更高，所以输出第一行为 
2
2。

【数据范围与约定】

对于 
30\%
30% 的数据，有
1\le n \le 20,1\le m\le 20
1≤n≤20,1≤m≤20；
对于
40\%
40% 的数据，有
1\le n \le 100,1\le m\le 100
1≤n≤100,1≤m≤100；
对于 
50\%
50% 的数据，有
1\le n \le 100,1\le m\le 1000
1≤n≤100,1≤m≤1000；
对于 
70\%
70% 的数据，有
1\le n \le 1000,1\le m\le 10^4
1≤n≤1000,1≤m≤10
4
；
对于 
100\%
100% 的数据：
1\le n,m \le 10^5
1≤n,m≤10
5
，
-10^9 \le h_i≤10^9
−10
9
≤h
i
	​

≤10
9
，
1 \le s_i \le n
1≤s
i
	​

≤n，
0 \le x_i \le 10^9
0≤x
i
	​

≤10
9

数据保证 
h_i
h
i
	​

 互不相同。","NOIp提高组
高性能
2012",15.74,5.02,0.32,省选/NOI-,P1081
[NOIP2012提高组]同余方程," 
            求关于x xx的同余方程 ax≡1(modb) a x \equiv 1 \pmod {b}ax≡1(modb) 的最小正整数解。
 输入格式 一行，包含两个正整数 a,ba,ba,b，用一个空格隔开。
 输出格式 一个正整数 x0x_0x0​，即最小正整数解。输入数据保证一定有解。
  输入输出样例 输入 #1 
    复制
   3 10 输出 #1 
    复制
   7 说明/提示 【数据范围】
对于 40%的数据，2≤b≤1,0002 ≤b≤ 1,0002≤b≤1,000；
对于 60%的数据，2≤b≤50,000,0002 ≤b≤ 50,000,0002≤b≤50,000,000；
对于 100%的数据，2≤a,b≤2,000,000,0002 ≤a, b≤ 2,000,000,0002≤a,b≤2,000,000,000。
NOIP 2012 提高组 第二天 第一题","NOIp提高组
2012",42.32,23.93,0.57,普及+/提高,P1082
[NOIP2012提高组]借教室," 
 

在大学期间，经常需要租借教室。大到院系举办活动，小到学习小组自习讨论，都需要向学校申请借教室。教室的大小功能不同，借教室人的身份不同，借教室的手续也不一样。

面对海量租借教室的信息，我们自然希望编程解决这个问题。

我们需要处理接下来
n
n天的借教室信息，其中第
i
i天学校有
r_i
r
i
	​

个教室可供租借。共有
m
m份订单，每份订单用三个正整数描述，分别为
d_j,s_j,t_j
d
j
	​

,s
j
	​

,t
j
	​

，表示某租借者需要从第
s_j
s
j
	​

天到第
t_j
t
j
	​

天租借教室（包括第
s_j
s
j
	​

天和第
t_j
t
j
	​

天），每天需要租借
d_j
d
j
	​

个教室。

我们假定，租借者对教室的大小、地点没有要求。即对于每份订单，我们只需要每天提供
d_j
d
j
	​

个教室，而它们具体是哪些教室，每天是否是相同的教室则不用考虑。

借教室的原则是先到先得，也就是说我们要按照订单的先后顺序依次为每份订单分配教室。如果在分配的过程中遇到一份订单无法完全满足，则需要停止教室的分配，通知当前申请人修改订单。这里的无法满足指从第
s_j
s
j
	​

天到第
t_j
t
j
	​

天中有至少一天剩余的教室数量不足
d_j
d
j
	​

个。

现在我们需要知道，是否会有订单无法完全满足。如果有，需要通知哪一个申请人修改订单。

输入格式

第一行包含两个正整数
n,m
n,m，表示天数和订单的数量。

第二行包含
n
n个正整数，其中第
i
i个数为
r_i
r
i
	​

，表示第
i
i天可用于租借的教室数量。

接下来有
m
m行，每行包含三个正整数
d_j,s_j,t_j
d
j
	​

,s
j
	​

,t
j
	​

，表示租借的数量，租借开始、结束分别在第几天。

每行相邻的两个数之间均用一个空格隔开。天数与订单均用从
1
1开始的整数编号。

输出格式

如果所有订单均可满足，则输出只有一行，包含一个整数
0
0。否则（订单无法完全满足）

输出两行，第一行输出一个负整数
-1
−1，第二行输出需要修改订单的申请人编号。

输入输出样例
输入 #1
复制
4 3 
2 5 4 3 
2 1 3 
3 2 4 
4 2 4
输出 #1
复制
-1 
2
说明/提示

【输入输出样例说明】

第 
1
1份订单满足后，
4
4天剩余的教室数分别为 
0,3,2,3
0,3,2,3。第 
2
2 份订单要求第 
2
2天到第 
4
4 天每天提供
3
3个教室，而第 
3
3 天剩余的教室数为
2
2，因此无法满足。分配停止，通知第
2
2 个申请人修改订单。

【数据范围】

对于10%的数据，有
1≤ n,m≤ 10
1≤n,m≤10；

对于30%的数据，有
1≤ n,m≤1000
1≤n,m≤1000；

对于 70%的数据，有
1 ≤ n,m ≤ 10^5
1≤n,m≤10
5
；

对于 100%的数据，有
1 ≤ n,m ≤ 10^6,0 ≤ r_i,d_j≤ 10^9,1 ≤ s_j≤ t_j≤ n
1≤n,m≤10
6
,0≤r
i
	​

,d
j
	​

≤10
9
,1≤s
j
	​

≤t
j
	​

≤n。

NOIP 2012 提高组 第二天 第二题","NOIp提高组
高性能
2012",54.04,17.08,0.32,普及+/提高,P1083
[NOIP2012提高组]疫情控制," 
            HHH 国有 nn n个城市，这 nnn 个城市用n−1 n-1 n−1条双向道路相互连通构成一棵树，11 1号城市是首都，也是树中的根节点。
HH H国的首都爆发了一种危害性极高的传染病。当局为了控制疫情，不让疫情扩散到边境城市（叶子节点所表示的城市），决定动用军队在一些城市建立检查点，使得从首都到边境城市的每一条路径上都至少有一个检查点，边境城市也可以建立检查点。但特别要注意的是，首都是不能建立检查点的。
现在，在 HHH 国的一些城市中已经驻扎有军队，且一个城市可以驻扎多个军队。一支军队可以在有道路连接的城市间移动，并在除首都以外的任意一个城市建立检查点，且只能在一个城市建立检查点。一支军队经过一条道路从一个城市移动到另一个城市所需要的时间等于道路的长度（单位：小时）。
请问最少需要多少个小时才能控制疫情。注意：不同的军队可以同时移动。
 输入格式 第一行一个整数n nn，表示城市个数。
接下来的 n−1n-1n−1 行，每行3 3 3个整数，u,v,wu,v,wu,v,w，每两个整数之间用一个空格隔开，表示从城市 uu u到城市v vv 有一条长为 www 的道路。数据保证输入的是一棵树，且根节点编号为 111。
接下来一行一个整数 mmm，表示军队个数。
接下来一行 mm m个整数，每两个整数之间用一个空格隔开，分别表示这 mmm 个军队所驻扎的城市的编号。
 输出格式 一个整数，表示控制疫情所需要的最少时间。如果无法控制疫情则输出−1-1−1。
  输入输出样例 输入 #1 
    复制
   4 
1 2 1 
1 3 2 
3 4 3 
2 
2 2 输出 #1 
    复制
   3 说明/提示 【输入输出样例说明】
第一支军队在 222 号点设立检查点，第二支军队从 222 号点移动到3 33 号点设立检查点，所需时间为 333 个小时。
【数据范围】
保证军队不会驻扎在首都。
对于 20%的数据，2≤n≤102≤ n≤ 102≤n≤10；
对于 40%的数据，2≤n≤50,0<w<1052 ≤n≤50,0<w <10^52≤n≤50,0<w<105；
对于 60%的数据，2≤n≤1000,0<w<1062 ≤ n≤1000,0<w <10^62≤n≤1000,0<w<106；
对于 80%的数据，2≤n≤10,0002 ≤ n≤10,0002≤n≤10,000；
对于 100%的数据，2≤m≤n≤50,000,0<w<1092≤m≤n≤50,000,0<w <10^92≤m≤n≤50,000,0<w<109。
NOIP 2012 提高组 第二天 第三题","NOIp提高组
高性能
2012",20.08,5.33,0.27,省选/NOI-,P1084
[NOIP2004普及组]不高兴的津津," 
            津津上初中了。妈妈认为津津应该更加用功学习，所以津津除了上学之外，还要参加妈妈为她报名的各科复习班。另外每周妈妈还会送她去学习朗诵、舞蹈和钢琴。但是津津如果一天上课超过八个小时就会不高兴，而且上得越久就会越不高兴。假设津津不会因为其它事不高兴，并且她的不高兴不会持续到第二天。请你帮忙检查一下津津下周的日程安排，看看下周她会不会不高兴；如果会的话，哪天最不高兴。
 输入格式 输入包括777行数据，分别表示周一到周日的日程安排。每行包括两个小于101010的非负整数，用空格隔开，分别表示津津在学校上课的时间和妈妈安排她上课的时间。
 输出格式 一个数字。如果不会不高兴则输出000，如果会则输出最不高兴的是周几（用1,2,3,4,5,6,71, 2, 3, 4, 5, 6, 71,2,3,4,5,6,7分别表示周一，周二，周三，周四，周五，周六，周日）。如果有两天或两天以上不高兴的程度相当，则输出时间最靠前的一天。
  输入输出样例 输入 #1 
    复制
   5 3
6 2
7 2
5 3
5 4
0 4
0 6
 输出 #1 
    复制
   3 说明/提示 noip2004普及组第1题","NOIp普及组
2004",266.7,143.25,0.54,入门,P1085
[NOIP2004普及组]花生采摘," 
            鲁宾逊先生有一只宠物猴，名叫多多。这天，他们两个正沿着乡间小路散步，突然发现路边的告示牌上贴着一张小小的纸条：“欢迎免费品尝我种的花生！――熊字”。
鲁宾逊先生和多多都很开心，因为花生正是他们的最爱。在告示牌背后，路边真的有一块花生田，花生植株整齐地排列成矩形网格（如图111）。有经验的多多一眼就能看出，每棵花生植株下的花生有多少。为了训练多多的算术，鲁宾逊先生说：“你先找出花生最多的植株，去采摘它的花生；然后再找出剩下的植株里花生最多的，去采摘它的花生；依此类推，不过你一定要在我限定的时间内回到路边。”

我们假定多多在每个单位时间内，可以做下列四件事情中的一件：


 从路边跳到最靠近路边（即第一行）的某棵花生植株；



 从一棵植株跳到前后左右与之相邻的另一棵植株；



 采摘一棵植株下的花生；



 从最靠近路边（即第一行）的某棵花生植株跳回路边。



现在给定一块花生田的大小和花生的分布，请问在限定时间内，多多最多可以采到多少个花生？注意可能只有部分植株下面长有花生，假设这些植株下的花生个数各不相同。
例如在图2所示的花生田里，只有位于(2,5),(3,7),(4,2),(5,4)(2, 5), (3, 7), (4, 2), (5, 4)(2,5),(3,7),(4,2),(5,4)的植株下长有花生，个数分别为13,7,15,913, 7, 15, 913,7,15,9。沿着图示的路线，多多在212121个单位时间内，最多可以采到373737个花生。
 输入格式 第一行包括三个整数，M,NM, NM,N和KKK，用空格隔开；表示花生田的大小为M×N(1≤M,N≤20)M  \times N(1  \le M, N  \le 20)M×N(1≤M,N≤20)，多多采花生的限定时间为K(0≤K≤1000)K(0  \le K  \le  1000)K(0≤K≤1000)个单位时间。接下来的MMM行，每行包括NNN个非负整数，也用空格隔开；第i+1i + 1i+1行的第jjj个整数Pij(0≤Pij≤500)P_{ij}(0  \le P_{ij}  \le 500)Pij​(0≤Pij​≤500)表示花生田里植株(i,j)(i, j)(i,j)下花生的数目，000表示该植株下没有花生。
 输出格式 一个整数，即在限定时间内，多多最多可以采到花生的个数。
  输入输出样例 输入 #1 
    复制
   6 7 21
0 0 0 0 0 0 0
0 0 0 0 13 0 0
0 0 0 0 0 0 7
0 15 0 0 0 0 0
0 0 0 9 0 0 0
0 0 0 0 0 0 0 输出 #1 
    复制
   37输入 #2 
    复制
   6 7 20
0 0 0 0 0 0 0
0 0 0 0 13 0 0
0 0 0 0 0 0 7
0 15 0 0 0 0 0
0 0 0 9 0 0 0
0 0 0 0 0 0 0
 输出 #2 
    复制
   28 说明/提示 noip2004普及组第2题","NOIp普及组
2004",52.65,20.83,0.4,普及-,P1086
[NOIP2004普及组]FBI树," 
 

我们可以把由“
0
0”和“
1
1”组成的字符串分为三类：全“
0
0”串称为
B
B串，全“
1
1”串称为I串，既含“
0
0”又含“
1
1”的串则称为F串。

FBI
FBI树是一种二叉树，它的结点类型也包括
F
F结点，
B
B结点和I结点三种。由一个长度为
2^N
2
N
的“
01
01”串S可以构造出一棵
FBI
FBI树
T
T，递归的构造方法如下：

T
T的根结点为
R
R，其类型与串
S
S的类型相同；
若串
S
S的长度大于
1
1，将串
S
S从中间分开，分为等长的左右子串
S_1
S
1
	​

和
S_2
S
2
	​

；由左子串
S_1
S
1
	​

构造R的左子树
T_1
T
1
	​

，由右子串
S_2
S
2
	​

构造
R
R的右子树
T_2
T
2
	​

。

现在给定一个长度为
2^N
2
N
的“
01
01”串，请用上述构造方法构造出一棵
FBI
FBI树，并输出它的后序遍历序列。

输入格式

第一行是一个整数
N(0 \le N \le 10)
N(0≤N≤10)，

第二行是一个长度为
2^N
2
N
的“
01
01”串。

输出格式

一个字符串，即
FBI
FBI树的后序遍历序列。

输入输出样例
输入 #1
复制
3
10001011

输出 #1
复制
IBFBBBFIBFIIIFF

说明/提示

对于40%的数据，
N \le 2
N≤2；

对于全部的数据，
N \le 10
N≤10。

noip2004普及组第3题","NOIp普及组
2004",31.47,19.16,0.61,普及-,P1087
[NOIP2004普及组]火星人," 
            人类终于登上了火星的土地并且见到了神秘的火星人。人类和火星人都无法理解对方的语言，但是我们的科学家发明了一种用数字交流的方法。这种交流方法是这样的，首先，火星人把一个非常大的数字告诉人类科学家，科学家破解这个数字的含义后，再把一个很小的数字加到这个大数上面，把结果告诉火星人，作为人类的回答。
火星人用一种非常简单的方式来表示数字――掰手指。火星人只有一只手，但这只手上有成千上万的手指，这些手指排成一列，分别编号为1,2,3…1,2,3…1,2,3…。火星人的任意两根手指都能随意交换位置，他们就是通过这方法计数的。
一个火星人用一个人类的手演示了如何用手指计数。如果把五根手指――拇指、食指、中指、无名指和小指分别编号为1,2,3,41,2,3,41,2,3,4和555，当它们按正常顺序排列时，形成了555位数123451234512345，当你交换无名指和小指的位置时，会形成555位数123541235412354，当你把五个手指的顺序完全颠倒时，会形成543215432154321，在所有能够形成的120120120个555位数中，123451234512345最小，它表示111；123541235412354第二小，它表示222；543215432154321最大，它表示120120120。下表展示了只有333根手指时能够形成的666个333位数和它们代表的数字：
三进制数
123123123
132132132
213213213
231231231
312312312
321321321
代表的数字
111
222
333
444
555
666
现在你有幸成为了第一个和火星人交流的地球人。一个火星人会让你看他的手指，科学家会告诉你要加上去的很小的数。你的任务是，把火星人用手指表示的数与科学家告诉你的数相加，并根据相加的结果改变火星人手指的排列顺序。输入数据保证这个结果不会超出火星人手指能表示的范围。
 输入格式 共三行。
第一行一个正整数NNN，表示火星人手指的数目（1≤N≤100001 \le N \le 100001≤N≤10000）。
第二行是一个正整数MMM，表示要加上去的小整数（1≤M≤1001  \le  M  \le  1001≤M≤100）。
下一行是111到NNN这NNN个整数的一个排列，用空格隔开，表示火星人手指的排列顺序。
 输出格式 NNN个整数，表示改变后的火星人手指的排列顺序。每两个相邻的数中间用一个空格分开，不能有多余的空格。
  输入输出样例 输入 #1 
    复制
   5
3
1 2 3 4 5
 输出 #1 
    复制
   1 2 4 5 3 说明/提示 对于30%的数据，N≤15N \le 15N≤15；
对于60%的数据，N≤50N \le 50N≤50；
对于全部的数据，N≤10000N \le 10000N≤10000；
noip2004普及组第4题","NOIp普及组
2004",34.71,20.13,0.58,普及/提高-,P1088
[NOIP2004提高组]津津的储蓄计划," 
            津津的零花钱一直都是自己管理。每个月的月初妈妈给津津300300300元钱，津津会预算这个月的花销，并且总能做到实际花销和预算的相同。
为了让津津学习如何储蓄，妈妈提出，津津可以随时把整百的钱存在她那里，到了年末她会加上20%20\%20%还给津津。因此津津制定了一个储蓄计划：每个月的月初，在得到妈妈给的零花钱后，如果她预计到这个月的月末手中还会有多于100100100元或恰好100100100元，她就会把整百的钱存在妈妈那里，剩余的钱留在自己手中。
例如111111月初津津手中还有838383元，妈妈给了津津300300300元。津津预计111111月的花销是180180180元，那么她就会在妈妈那里存200200200元，自己留下183183183元。到了111111月月末，津津手中会剩下333元钱。
津津发现这个储蓄计划的主要风险是，存在妈妈那里的钱在年末之前不能取出。有可能在某个月的月初，津津手中的钱加上这个月妈妈给的钱，不够这个月的原定预算。如果出现这种情况，津津将不得不在这个月省吃俭用，压缩预算。
现在请你根据2004年1月到12月每个月津津的预算，判断会不会出现这种情况。如果不会，计算到2004年年末，妈妈将津津平常存的钱加上20％还给津津之后，津津手中会有多少钱。
 输入格式 121212行数据，每行包含一个小于350350350的非负整数，分别表示111月到121212月津津的预算。
 输出格式 一个整数。如果储蓄计划实施过程中出现某个月钱不够用的情况，输出−X-X−X，XXX表示出现这种情况的第一个月；否则输出到200420042004年年末津津手中会有多少钱。
注意，洛谷不需要进行文件输入输出，而是标准输入输出。
  输入输出样例 输入 #1 
    复制
   290
230
280
200
300
170
340
50 
90 
80 
200
60 
 输出 #1 
    复制
   -7 
输入 #2 
    复制
   290 
230 
280 
200 
300 
170 
330 
50 
90 
80 
200 
60 
 输出 #2 
    复制
   1580","NOIp提高组
2004",272.65,109.61,0.4,入门,P1089
[NOIP2004提高组]合并果子/," 
            在一个果园里，多多已经将所有的果子打了下来，而且按果子的不同种类分成了不同的堆。多多决定把所有的果子合成一堆。
每一次合并，多多可以把两堆果子合并到一起，消耗的体力等于两堆果子的重量之和。可以看出，所有的果子经过 n−1n-1n−1 次合并之后， 就只剩下一堆了。多多在合并果子时总共消耗的体力等于每次合并所耗体力之和。
因为还要花大力气把这些果子搬回家，所以多多在合并果子时要尽可能地节省体力。假定每个果子重量都为 111 ，并且已知果子的种类 数和每种果子的数目，你的任务是设计出合并的次序方案，使多多耗费的体力最少，并输出这个最小的体力耗费值。
例如有 333 种果子，数目依次为 111 ， 222 ， 999 。可以先将 111 、 222 堆合并，新堆数目为 333 ，耗费体力为 333 。接着，将新堆与原先的第三堆合并，又得到新的堆，数目为 121212 ，耗费体力为 121212 。所以多多总共耗费体力 =3+12=15=3+12=15=3+12=15 。可以证明 151515 为最小的体力耗费值。
 输入格式 共两行。
第一行是一个整数 n(1≤n≤10000)n(1\leq n\leq 10000)n(1≤n≤10000) ，表示果子的种类数。
第二行包含 nnn 个整数，用空格分隔，第 iii 个整数 ai(1≤ai≤20000)a_i(1\leq a_i\leq 20000)ai​(1≤ai​≤20000) 是第 iii 种果子的数目。
 输出格式 一个整数，也就是最小的体力耗费值。输入数据保证这个值小于 2312^{31}231 。
  输入输出样例 输入 #1 
    复制
   3 
1 2 9 
 输出 #1 
    复制
   15
 说明/提示 对于30％的数据，保证有n≤1000n \le 1000n≤1000：
对于50％的数据，保证有n≤5000n \le 5000n≤5000；
对于全部的数据，保证有n≤10000n \le 10000n≤10000。","USACO
NOIp提高组
高性能
2004
2006",150.99,56.1,0.37,普及/提高-,P1090
