user_id,user_sim_list
2307,2307 2307 2307 618 618 4133 4133 4840 4840 4993 4993 2568 2568 2568 2568 1539 1539 3671 3671 1050
2308,2308 2308 2308 2308 1428 1428 1428 1461 1461 1461 1461 1461 1461 1461 1461 1461 1530 1530 1530 1530
2309,2309 2080 7290 3280 3021 5287 1671 7200 1150 1150 2186 2488 5464 5573 2549 2549 2549 950 950 1996
2310,2310 2310 2310 842 706 1664 5228 5228 4573 2784 2784 2784 2784 2784 2784 2784 2784 2784 2784 2784
2311,2311 2311 2921 3145 1820 1820 1820 7225 1946 1946 7251 6020 2253 2771 6748 3720 5884 2300 1064 5493
2312,2312 2399 2399 2399 6306 6451 5313 3511 6834 945 6689 1661 1661 4490 637 637 637 5583 2329 2329
2313,2313 2313 1902 447 737 737 3450 3009 1991 4016 4016 4016 376 3419 4962 520 520 520 4155 952
2314,2314 2314 1026 1026 1026 1026 54 54 5783 6130 6130 6851 1290 1290 2290 1890 1772 5210 5210 1519
2315,2315 2315 2315 2315 2315 2315 2068 2068 668 928 1371 1371 2281 2281 2281 4367 1074 2878 4434 750
2316,2316 2316 2316 2316 2316 5559 3309 3196 4084 4084 1806 6046 6817 1319 4546 4546 1665 1665 559 1980
2317,2317 13 13 6174 3594 5850 1101 5720 3681 6472 3589 3589 3589 1181 1181 5944 1018 5817 6651 6788
2318,2318 6382 6382 509 4961 4961 5560 5560 6712 5938 995 4715 5570 2562 2562 2562 2156 2156 6941 6941
2319,2319 2319 2984 6296 6473 505 505 6506 830 830 830 830 5229 6767 3719 3719 5168 7327 7120 3337
2320,2320 2320 2320 2320 2320 2574 943 943 3072 5885 939 939 939 939 939 169 169 169 169 2476
2321,2321 3682 1146 858 5469 2537 7346 4557 6674 1576 1576 1576 4427 49 49 49 3509 236 570 570
2322,2322 2322 2322 2322 2322 2322 2322 825 825 825 7063 4373 6658 4101 51 51 3100 3100 3100 1558
2323,2323 2323 2937 2937 249 249 3900 4104 1243 1243 2885 2885 1611 1611 4502 6994 6887 2397 2397 2397
2324,2324 2324 2324 5539 906 5138 5138 5138 5138 5138 4665 4521 603 603 7094 4243 348 802 4292 4292
2325,2325 2325 2325 2525 1219 1219 6901 6901 1207 4836 1147 1147 5318 2375 680 680 3592 7095 6590 5296
2326,2326 2326 2326 2326 6719 6871 7222 6280 392 6697 1421 1421 1421 1421 4512 3221 1148 3494 3494 3494
2327,2327 2327 2327 2327 2327 2327 3032 6176 5466 5466 6690 6824 4600 1502 5465 665 665 4365 3962 6069
2328,2328 2328 2328 4863 2558 4677 613 613 3409 3337 3114 4197 4197 6385 2741 2741 1584 1584 1584 1584
2329,2329 2329 2329 2329 637 637 637 7374 5671 3511 6054 6054 2312 6834 714 4466 6190 4490 6306 2923
2330,2330 2330 3718 204 573 573 573 573 573 1786 1786 1786 1786 1786 1786 3991 3991 3492 3959 3959
2331,2331 2331 2331 2331 2331 2331 6282 5812 463 463 463 154 3065 644 644 644 644 644 644 2438
2332,2332 2332 2332 3815 4956 5269 2770 2770 5815 4590 683 683 2883 415 4788 4788 4788 5986 6621 826
2333,2333 2333 182 1401 1401 1401 4653 4375 5201 5201 126 330 6664 1474 1474 1474 1474 1474 3082 1907
2334,2334 2334 2334 884 884 884 5792 5395 6544 4653 5293 5293 3136 5129 6129 4073 2881 2881 4465 4465
2335,2335 2335 2335 2335 6635 3244 1977 1977 4276 5024 6359 1789 1229 1668 243 5278 7363 263 5510 4752
2336,2336 2336 2336 4579 5094 6562 6163 4132 4181 1272 1272 5455 4776 128 128 5843 3969 3979 2500 2088
2337,2337 1055 1055 661 3609 3609 2469 944 1413 4919 1060 2534 2534 2534 1526 1526 1526 1526 6920 1592
2338,2338 2338 2338 2338 5032 2422 2422 2422 2422 2109 2109 2109 2286 3551 3551 3551 2346 2346 2346 2346
2339,2339 2339 2339 2339 4220 4985 1015 6206 2277 1920 1920 2861 196 4583 6319 906 24 24 460 1361
2340,2340 2340 2340 1048 2179 2179 2179 2179 5995 913 2604 2604 536 536 536 536 6721 6383 1402 1402
2341,2341 2341 2341 2341 5524 1632 1632 7191 4746 3939 2559 6432 3468 3468 3468 3468 3468 6955 1507 1507
2342,2342 2342 2342 2342 4637 7128 6945 244 244 244 244 6116 1392 1392 1524 1524 1524 1524 1524 1524
2343,2343 2343 2343 5913 5913 3545 3545 1224 1224 1224 1224 1224 1224 1224 1224 1224 1224 1224 1224 1224
2344,2344 6744 3567 3567 7377 1997 1997 874 3090 3781 3781 3781 1885 1885 1885 1885 3641 3641 6131 2460
2345,2345 2809 2809 2809 2809 2809 366 6038 965 5267 5267 2093 4059 5819 4979 1082 1082 5148 4007 5037
2346,2346 2346 2346 2346 2346 3105 3105 2422 2422 2422 2422 5032 2338 2338 2338 2338 5474 5474 2416 2109
2347,2347 5179 832 832 832 832 4922 4922 4922 1117 3026 3026 1918 1918 1918 1918 1918 2929 2929 2777
2348,2348 2348 3146 5716 6220 2746 2746 2746 4256 83 4377 203 203 203 203 3120 3120 4341 6982 2647
2349,2349 2349 7114 1059 3989 707 2485 4336 7442 437 793 793 5878 5878 7174 507 5994 2606 2606 5429
2350,2350 2350 2350 3256 874 5770 5770 5770 915 689 689 689 860 860 4760 4760 1997 1997 6107 1383
2351,2351 2351 2351 2923 534 6228 495 6395 4816 5495 714 4324 5842 7396 957 3622 3622 1375 1375 1375
2352,2352 1704 3434 3434 1555 317 5105 216 3264 2928 2928 2184 3271 4528 6587 940 3305 3857 3857 7448
2353,2353 2353 2353 2353 2353 5894 1274 1274 1274 1274 1274 1343 1343 1646 1646 1646 1646 1646 1646 1884
2354,2354 2354 1774 1774 232 3953 7218 6420 5115 1433 1433 1433 7384 5411 5411 7359 3760 5619 2285 1948
2355,2355 2355 315 3217 2104 7097 3266 3266 3266 3266 253 6581 208 3140 3970 2773 4648 145 3229 1629
2356,2356 2356 4454 4454 4950 1076 1076 1076 1076 1076 7146 4747 4747 4747 3955 5599 5061 6631 6631 6631
2357,2357 5440 3501 1225 1225 6145 6222 6563 3664 6031 5007 824 824 5969 5069 3904 2229 2229 2229 2229
2358,2358 6118 5312 124 124 6091 6091 4420 4420 4420 2610 5354 5354 3259 5678 2105 3723 2087 2087 6076
2359,2359 2359 2359 47 47 47 4751 4751 5501 5501 1469 1469 1510 1510 3086 2914 3292 3292 3292 5497
2360,2360 1408 2132 7286 2671 1061 1061 1061 1061 3489 5320 4281 4281 583 583 2519 6616 2567 2567 3142
2361,2361 2361 2361 2193 1 2575 6670 597 597 140 140 3912 7388 3535 3806 3349 1638 1638 370 6771
2362,2362 2362 2362 4192 5801 7332 2170 1395 1395 5556 5900 6178 4866 318 6640 5547 828 6725 6065 5215
2363,2363 2363 2363 2363 3100 3100 3100 862 862 4373 4101 825 825 825 2492 2492 51 51 774 774
2364,2364 2364 5391 3777 3777 5925 5925 5925 7231 5046 2960 2960 5295 985 658 658 658 5189 5189 5189
2365,2365 2365 2365 5177 5177 5177 5300 5300 2875 1795 1795 1795 1795 1795 3617 3617 3617 3617 5966 6035
2366,2366 2366 4943 4314 5764 1562 1562 1562 1562 721 721 3480 591 591 591 591 76 76 6707 5731
2367,2367 7214 5811 3131 3131 6192 6232 3034 2695 2695 4953 4951 2264 2264 2264 1348 6914 6914 6402 811
2368,2368 2368 2368 2368 2368 2368 2368 1741 3421 4902 4902 6026 6026 5948 1570 1570 1570 1570 1570 1570
2369,2369 2369 7337 2301 6656 6783 5678 2610 1916 124 124 2550 2194 6525 631 631 6076 4006 5695 4287
2370,2370 4561 4561 6510 6510 7407 4249 4911 5870 5870 5870 5870 5870 4834 4834 4834 1695 1695 5965 5142
2371,2371 2371 2371 2371 2371 2371 2371 2371 2371 2371 2371 2371 2371 2371 2371 2371 2371 2371 2371 2371
2372,2372 6254 7306 5068 6287 404 404 404 4871 4871 6199 4407 2261 2261 2261 5222 414 414 4206 6930
2373,2373 6809 3692 6778 3186 5007 6987 2274 2274 2274 924 924 7134 1130 4672 6145 6409 7413 5980 3501
2374,2374 750 2281 2281 2281 1170 1170 4431 6569 4424 4367 5555 2878 2315 2315 2315 2315 2315 2315 5074
2375,2375 3592 4836 1219 1219 1058 4234 4234 3028 3028 5318 5073 5073 1207 6901 6901 5296 7095 2325 2325
2376,2376 5939 5581 5581 3326 7217 6666 1782 1782 1782 794 7074 7074 4407 1020 1020 4206 6312 414 414
2377,2377 3440 3440 3440 6312 2433 5012 3950 7282 5423 6128 6486 3149 6666 5581 5581 7074 7074 1487 1487
2378,2378 6702 3775 5519 7452 5352 5352 5352 1986 5417 3996 362 362 3809 4217 4239 877 1227 1227 4383
2379,2379 4835 1729 7090 6532 6532 4861 3318 3359 3359 3359 3359 2258 974 1854 792 1321 1321 1321 6578
2380,2380 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636
2381,2381 5174 5174 5174 3139 3322 6364 606 2167 145 3970 2221 4486 4486 6581 1620 1620 1620 1620 4636
2382,2382 5408 6481 2745 6446 1503 6074 1000 1906 1906 2639 4419 903 1035 432 6518 6518 2061 7408 4737
2383,2383 2625 1261 1261 6856 2486 6777 3355 3355 3355 3355 1148 2906 1375 1375 1375 3422 1942 1942 2728
2384,2384 4280 4280 5982 219 6213 6213 6213 1737 6554 576 576 576 576 2798 2798 694 989 989 7242
2385,2385 2385 2385 2868 2868 2868 1708 1708 1708 3274 4787 5284 5284 662 662 662 3603 1847 1847 4355
2386,2386 6966 7066 5108 5108 5108 5108 5108 6917 3474 3474 3474 5562 7086 6025 6692 3096 4939 4939 4684
2387,2387 2387 2585 5942 4293 5580 5633 1603 1603 3992 1631 5214 5214 5049 5049 1177 2749 6461 1394 1394
2388,2388 2063 2063 2063 2063 2063 2063 4593 4659 1444 1444 1444 1444 1444 1444 1444 1444 1444 1355 1355
2389,2389 2389 2389 77 77 2371 2371 2371 2371 2371 2371 2371 2371 2371 2371 2371 2371 2371 2371 2371
2390,2390 873 719 719 719 719 719 719 6492 7264 1189 4977 5386 5386 3162 278 3571 3571 3571 7371
2391,2391 4636 1620 1620 1620 1620 7352 3978 3978 25 25 25 25 25 3854 5174 5174 5174 6649 3464
2392,2392 2392 2392 4640 4640 1990 1990 3241 3241 3241 3241 1779 1779 3368 1404 1404 1404 1404 1404 608
2393,2393 4774 4774 3317 7002 160 1319 7145 3353 3353 3353 5828 5391 7231 5776 5776 5776 5776 5776 5776
2394,2394 2394 565 3485 3485 3485 3485 5410 2014 1656 1010 6615 4498 4498 3586 3586 5557 3178 5666 1028
2395,2395 6798 4496 2988 3800 3800 3541 7068 850 5114 270 1364 5289 5289 6964 6964 48 1495 6839 5541
2396,2396 2396 4614 4614 1025 2467 2467 3951 989 989 5803 6213 6213 6213 7242 2070 6884 6836 1737 2569
2397,2397 2397 2397 2397 4189 4189 4189 4189 1617 1617 1611 1611 3033 2885 2885 249 249 4104 2424 2424
2398,2398 5206 5206 4423 4986 1988 3469 3469 4250 1488 6102 6102 6102 6102 1537 1537 1537 1537 1537 1537
2399,2399 2399 2399 2312 5313 6689 6451 945 6306 6753 3511 1661 1661 5134 5583 4490 1965 1965 6834 4253
2400,2400 645 645 5683 7244 6082 3712 4296 4296 4296 2943 1740 1740 3651 3651 1099 1095 470 1454 1454
2401,2401 2401 2629 2629 2629 1270 1270 1982 1982 5173 6540 7443 3180 3180 6560 4762 3539 2140 3683 4700
2402,2402 5230 4057 3519 374 374 3870 7131 6550 3069 6839 7334 1364 984 984 984 3314 1544 1544 1544
2403,2403 2403 2403 7036 3342 3342 3342 4820 4820 1480 2551 2598 3151 4629 2626 2626 2626 2626 153 153
2404,2404 4342 4342 7239 4854 4854 2571 1888 1888 4331 4331 4331 78 441 4635 4635 1746 5702 2496 4262
2405,2405 6868 5448 1963 6735 5141 4719 4719 1438 1037 2830 4711 5721 4453 4453 4453 4453 497 497 2742
2406,2406 1762 45 3177 4364 6720 4362 2541 2541 2541 2541 2541 1075 1075 2279 2895 3066 3066 3597 3597
2407,2407 2407 276 1238 1238 1238 1238 17 17 6401 3214 1817 1817 1817 1817 4170 1178 2197 1239 4739
2408,2408 803 803 4107 558 558 5721 384 2808 2808 2058 2058 7279 4209 3636 4687 497 497 5157 5157
2409,2409 7245 5493 1064 1044 1044 1044 1044 1044 4005 4005 108 108 1212 7225 1801 1801 4334 7192 1946
2410,2410 2410 2410 2410 3596 3596 1259 1900 1900 1900 2603 7372 5079 5079 4478 2768 9 9 9 6514
2411,2411 1612 1612 1612 6090 6090 6090 2892 3670 3698 7315 2515 1812 2969 5270 264 6171 3023 2495 2495
2412,2412 4200 3070 2581 6457 2096 2096 1974 1974 1974 95 4171 2900 3995 6585 7137 1641 1973 1973 4180
2413,2413 2413 2413 2413 2413 6089 4667 1315 1315 1315 2259 3002 1113 4566 4566 5092 5092 4809 4809 4809
2414,2414 2414 1901 4916 4994 1535 3897 3897 3897 3897 3897 2962 6154 883 883 883 883 490 490 545
2415,2415 3566 3213 3213 4332 4332 4332 6240 3331 3331 3331 3331 4595 4595 4595 344 4343 6412 6229 3843
2416,2416 3105 3105 5474 5474 3025 3025 2346 2346 2346 2346 2346 2215 2215 5212 5212 5212 1455 1455 2494
2417,2417 3158 4067 2564 2564 6556 6556 570 570 7410 65 65 2567 2567 5756 200 3142 49 49 49
2418,2418 5718 171 7445 1644 1644 1644 1644 1644 2450 5393 5393 3295 1223 1223 6203 2484 2484 2484 748
2419,2419 2419 2419 2419 2419 2419 2419 2419 2419 2419 5479 5479 5479 1390 1390 4705 4705 7107 1678 5796
2420,2420 5980 924 924 3813 3231 3231 2731 4895 2274 2274 2274 6591 6809 4991 6075 6778 2373 7317 4538
2421,2421 2421 2421 1773 1773 1773 1773 1773 1773 2706 2706 2189 2189 2189 896 896 896 896 3708 6631
2422,2422 2422 2422 2422 5032 2338 2338 2338 2338 3551 3551 3551 2109 2109 2109 2346 2346 2346 2346 2346
2423,2423 4921 3683 385 4383 2180 6671 1716 1716 3101 3101 4217 730 730 7443 4196 4239 1270 1270 7341
2424,2424 2424 3033 1617 1617 2397 2397 2397 2397 1611 1611 4189 4189 4189 4189 1243 1243 2234 5353 4472
2425,2425 2425 6015 6069 4735 3613 3233 6458 2734 4600 1983 1983 1983 1983 5690 2224 2940 6387 6387 2544
2426,2426 6286 7431 438 438 438 438 1226 1226 6465 6465 6465 6465 6226 2707 2707 2707 6305 2041 2041
2427,2427 3887 4639 1039 5643 5643 2944 5165 5165 3680 1637 5762 5762 6890 6890 1697 1892 2120 2120 2120
2428,2428 4980 4337 7353 1062 1062 546 546 7355 1550 2303 4740 4740 6120 3464 2126 3792 1823 4745 6820
2429,2429 2429 2429 2429 1128 3875 3270 6653 2877 3132 7101 3956 3956 3112 1471 1471 1471 1471 1471 1471
2430,2430 3904 3713 6675 3501 6908 6908 2107 6031 3240 3835 3835 3696 4669 5334 2274 2274 2274 3585 6269
2431,2431 2431 7071 7071 4143 5714 5714 5714 1509 1509 1509 1509 1855 1855 1855 6698 2434 4075 3625 3599
2432,2432 2432 2432 2432 2432 2432 2432 2432 2432 2432 2432 551 551 551 551 551 5774 5774 5774 5774
2433,2433 3950 3440 3440 3440 1487 1487 1487 1487 3149 1399 1399 1399 1399 2377 4909 4909 1919 2914 141
2434,2434 5714 5714 5714 1304 1304 7085 2833 2833 2833 1217 3902 3902 4306 6698 3238 2781 6700 2431 2431
2435,2435 6043 6043 6043 5027 1736 1736 3512 983 3909 3909 3909 2989 5277 5277 4697 4697 2198 7038 6013
2436,2436 2436 3671 3671 1050 1050 1485 1485 1485 1485 1485 1485 1485 1485 1485 1485 1485 4645 1913 1913
2437,2437 6188 7034 7340 2497 4924 6479 552 552 1897 5405 144 3655 3655 6050 2305 2851 2851 5660 7076
2438,2438 2438 3652 5730 3065 3058 4833 4833 644 644 644 644 644 644 3343 2593 2593 2205 3206 2331
2439,2439 2439 2439 2439 2439 2439 2439 2439 2439 2439 2439 2439 1335 4286 4286 3818 3818 2879 2879 5211
2440,2440 3030 6991 526 2159 5270 4372 6157 6157 3023 6374 840 1808 2515 2831 6301 3888 1612 1612 1612
2441,2441 2441 2441 2441 2441 1887 1887 1975 1975 2682 2682 2682 2682 2682 2682 2682 2682 2682 2682 2682
2442,2442 2442 2442 2442 2442 2442 2442 2442 2442 2442 2812 4429 410 328 7401 3999 30 30 4352 4352
2443,2443 7032 4178 3110 3110 743 4905 4064 6997 7424 5153 5153 5153 161 7444 1999 1999 1999 1999 1999
2444,2444 2444 2151 2151 2151 4092 4092 7122 5084 5890 7228 6876 2814 4428 3882 3882 3882 3882 1245 677
2445,2445 5749 1005 587 5315 4652 5675 5675 1775 2972 5191 5191 848 947 5100 4643 2236 2236 2236 2236
2446,2446 2446 2446 2446 4182 3151 4801 4801 4766 4766 3041 3041 3041 1825 1825 1563 1563 1563 6610 1081
2447,2447 2447 2837 6919 727 1329 7266 156 5365 4949 7246 4804 4804 236 5912 6652 1159 2998 322 322
2448,2448 2448 2448 2448 2448 2448 2448 2448 3789 3789 3789 3789 3789 3789 3789 2471 2471 6427 6427 6892
2449,2449 4712 6916 6916 6727 4644 4644 3579 212 4244 4906 5805 4137 3347 3347 6840 1702 1987 335 3465
2450,2450 3295 171 2418 6203 5718 7445 1644 1644 1644 1644 1644 2484 2484 2484 5393 5393 553 553 553
2451,2451 5669 548 548 548 548 548 548 3895 1122 1122 1122 3986 4053 4053 667 667 632 4838 4838
2452,2452 2452 2452 2452 2452 2452 2452 2452 2452 1442 1442 1442 1442 1442 1442 736 736 736 736 736
2453,2453 2453 2644 3113 4020 4020 4020 4020 4867 4770 456 600 6471 1724 6281 1316 1515 4278 1591 7257
2454,2454 2454 2454 2454 7083 2633 2633 6309 7178 5204 5204 2573 2573 5137 3659 4933 5696 4890 6497 6497
2455,2455 2455 2455 6101 5642 2719 2719 2719 2719 2719 4526 4526 5023 6167 2124 2124 2124 2124 2124 2124
2456,2456 4176 5159 2481 2239 3607 477 3550 1255 3770 3770 3770 541 541 541 1634 1634 1634 1634 5121
2457,2457 6835 6507 6180 6180 6180 955 955 5903 2697 7082 5152 6079 3891 6162 3371 1310 1310 3449 933
2458,2458 5644 4968 2743 2743 1027 5096 5480 5480 5480 6811 1556 7260 2628 2628 2628 2628 2628 2628 6694
2459,2459 7073 5036 5036 5036 5036 3182 3182 7003 7256 693 693 693 693 693 6629 1966 1966 1966 1966
2460,2460 5192 5192 5192 5192 7377 6131 5861 2815 3641 3641 6499 2821 1143 1143 2263 2609 4877 4877 932
2461,2461 2461 2461 7023 6062 6549 4415 335 2026 2026 2026 3042 3042 7000 2647 6618 2032 2032 5911 3674
2462,2462 2462 814 814 814 814 814 6583 1208 2813 2987 4721 4999 4999 4999 5534 6053 6053 6951 5733
2463,2463 1677 3192 3192 7184 2002 2002 2002 2002 2002 6529 882 1083 619 619 4226 4226 7 886 886
2464,2464 3283 3283 3283 1006 1006 1006 6454 6016 970 4601 5668 4238 4242 614 614 614 614 3727 6519
2465,2465 1568 1568 5840 4749 4749 3279 5467 4292 4292 7335 5611 603 603 3289 1674 1674 5154 7094 4665
2466,2466 6790 4490 945 5583 6577 6689 3511 2399 2399 2399 637 637 637 4927 4927 4927 6753 2312 1616
2467,2467 2467 3951 989 989 4614 4614 5803 2396 2396 7242 1025 5982 6213 6213 6213 4051 4621 5818 2384
2468,2468 2468 3374 6512 3889 3889 1959 1959 1959 1959 1959 6350 131 4134 4748 5928 1254 6943 5336 5336
2469,2469 6212 1060 1413 944 1211 1592 661 2337 5717 1055 1055 4919 28 2164 2164 2164 3624 3624 3624
2470,2470 2470 2470 3958 7277 2977 2977 2977 5145 3812 3812 3812 647 4343 6019 29 29 29 4444 3211
2471,2471 2471 2448 2448 2448 2448 2448 2448 2448 2448 3789 3789 3789 3789 3789 3789 3789 6892 1826 1826
2472,2472 2472 6695 5125 5125 5625 6398 6398 6352 5432 189 6938 2251 2251 2251 2033 2033 1296 3947 2160
2473,2473 121 1111 2021 2021 2021 2021 4822 5588 4119 1476 3871 3871 413 815 815 6343 510 510 4655
2474,2474 1167 1167 1167 470 7165 7165 1099 1246 7027 204 5753 5921 1002 1541 2330 2330 3718 2613 3286
2475,2475 2475 1400 337 2191 2191 1352 1780 3523 3523 1294 1294 1294 5163 4901 5160 380 380 380 380
2476,2476 451 451 451 4261 5885 4988 4988 4988 939 939 939 939 939 2116 3072 943 943 2320 2320
2477,2477 2477 2477 807 2927 2927 4737 1548 3690 1623 745 3473 2297 7408 3262 4210 3263 1572 1572 1572
2478,2478 2478 2478 7028 7028 5149 5149 5149 4467 1651 1651 3824 2690 3973 1551 5263 1590 852 852 852
2479,2479 5258 2878 5041 5041 3559 928 2281 2281 2281 6283 280 7030 1930 1930 1930 3764 1371 1371 3064
2480,2480 2480 2480 3404 416 416 161 5249 4017 5813 3990 3453 5798 7444 855 855 855 855 3908 3908
2481,2481 5159 2456 4176 477 541 541 541 3550 2239 3607 1274 1274 1274 1274 1274 3770 3770 3770 1646
2482,2482 7140 1216 6814 7224 4204 5034 2869 5809 1642 6108 3284 3284 5339 886 886 5593 217 217 217
2483,2483 2744 1721 4503 2328 2328 2328 5810 5810 102 4863 6385 1498 4677 3337 1442 1442 1442 1442 1442
2484,2484 2484 2484 553 553 553 553 553 553 7026 3628 4216 6203 713 713 4 4 3295 2450 171
2485,2485 4336 7114 3989 2349 2349 1059 507 3036 707 5429 793 793 437 2606 2606 532 532 7442 6830
2486,2486 6856 2625 2728 2383 6905 1942 1942 3422 1148 626 626 4883 2906 996 996 2735 1261 1261 6967
2487,2487 2487 2487 2487 2487 2113 2897 2897 5158 3872 3872 3872 795 3190 6999 323 1313 1313 1313 1313
2488,2488 3021 5573 5484 5484 2549 2549 2549 1367 2309 6361 1671 6531 6531 4923 4368 4303 5620 1234 950
2489,2489 2489 3746 2579 2579 4212 5826 4317 6372 6372 6372 6615 2228 3199 71 5742 5422 1534 4690 7446
2490,2490 5595 5595 198 5182 2532 2532 723 4201 3650 3650 3650 7436 656 656 5791 5170 5170 5170 4913
2491,2491 2491 5220 5220 1993 7405 2177 2177 3445 2839 2839 2034 2034 5329 865 6940 220 5542 6484 5201
2492,2492 2492 51 51 205 205 4101 6658 825 825 825 3037 4373 3721 3736 3736 3736 3736 2363 2363
2493,2493 2493 4015 6680 5437 5089 5089 5089 5089 5089 4706 2655 2655 4066 4066 4066 6266 6838 2099 2099
2494,2494 2494 5212 5212 5212 2215 2215 2778 2778 2778 2778 2778 2778 2778 2778 2778 2778 2778 2778 2778
2495,2495 2495 2495 1683 221 5886 2515 3023 6060 6060 2969 7315 2753 2753 2753 6445 6378 6378 264 1812
2496,2496 4331 4331 4331 78 586 586 2571 4635 4635 1876 1876 1876 4342 4342 971 4854 4854 6503 441
2497,2497 3655 3655 2437 5660 936 7034 5405 2851 2851 6479 1183 1183 2305 6188 5954 5067 1760 1760 2749
2498,2498 2498 6233 1252 1252 1252 4545 5442 6191 3836 3836 3836 1230 6921 2958 2958 2958 173 6289 6761
2499,2499 6830 3036 6589 7174 4336 2606 2606 1244 1244 2485 5878 5878 1059 4613 707 6504 3989 457 6152
2500,2500 3969 3397 3397 1777 3572 3572 1785 1785 2088 2088 6183 805 805 4426 715 2235 4688 2592 3693
2501,2501 3449 3891 6180 6180 6180 1310 1310 104 7082 2751 7262 5321 4813 6739 6079 190 7141 5420 3395
2502,2502 2502 4791 3765 4599 6531 6531 5957 277 1367 6085 5167 5167 4368 2577 2733 2733 1484 1484 5984
2503,2503 4406 3929 3929 3929 2642 4110 4110 3130 61 61 4203 5098 162 6553 839 5058 6593 2658 2658
2504,2504 2504 6593 4203 5551 5601 61 61 162 4527 4272 2658 2658 2658 2658 3654 4406 1204 975 5215
2505,2505 2505 4232 3816 16 7401 1017 410 1808 6781 4352 4352 1297 2753 2753 2753 5886 6060 6060 3846
2506,2506 5909 2673 4844 4844 5420 7296 5279 5279 2999 6156 836 836 1389 1389 2949 2949 7299 5321 5943
2507,2507 3108 527 2539 2539 2553 5447 6765 6438 5566 3723 3619 3619 3619 3619 5346 5346 2298 3943 3943
2508,2508 4817 6008 2118 1985 5830 3119 6837 7297 5143 6122 5011 5487 5487 1604 1604 6789 504 504 5624
2509,2509 6921 3945 6761 6761 6142 6647 3093 6419 173 6289 2916 2916 2916 2916 2686 2686 2686 2686 2686
2510,2510 5844 5069 6855 7386 5565 2229 2229 2229 2229 6993 5900 1881 5521 292 1110 4327 4815 1288 1288
2511,2511 2284 2284 3699 5224 7182 731 731 877 5417 362 362 4315 4315 4315 4315 4315 5352 5352 5352
2512,2512 5110 5657 6630 4872 4872 1628 491 2265 424 424 424 424 424 424 424 424 424 424 424
2513,2513 2513 2513 2513 2513 1525 1525 1525 1525 2721 6107 37 37 1365 1365 3288 3351 2271 7155 1960
2514,2514 2514 4450 3411 312 785 5127 641 382 382 382 7375 4190 1686 1686 1686 4757 4085 4085 3308
2515,2515 3023 2495 2495 2495 840 1297 1683 2753 2753 2753 221 2411 1612 1612 1612 6378 6378 5270 5886
2516,2516 6700 3336 6626 1984 1304 1304 1217 700 700 700 5525 1171 4882 4076 4076 1344 5231 5231 3862
2517,2517 4609 1866 1926 1926 1926 2001 2001 1277 5992 2017 2017 7111 5332 2275 6788 6788 3460 764 764
2518,2518 3399 3399 1071 1071 1071 1071 1071 1071 3358 4572 2835 5782 6029 6029 6169 3458 6322 1516 1949
2519,2519 4207 6184 7 3192 3192 1878 1878 1878 6677 2002 2002 2002 2002 2002 5993 5993 3489 1408 2132
2520,2520 2520 2520 4116 1865 7162 1069 1069 1256 1256 1256 1849 1849 4025 4025 4147 4147 4147 4147 4147
2521,2521 2521 2521 5109 4128 3502 6424 5122 4626 2819 5941 5941 7324 623 623 623 623 623 1853 6173
2522,2522 3379 6242 7400 3160 3160 3160 3160 4274 5303 392 5929 1421 1421 1421 1421 4512 94 6871 4824
2523,2523 2983 2983 388 4224 4224 5665 3971 2289 6708 7134 5151 426 426 426 4720 4672 6003 3328 3328
2524,2524 4186 6829 7039 5016 4388 4659 2578 222 1444 1444 1444 1444 1444 1444 1444 1444 1444 3457 3370
2525,2525 2325 2325 2325 1207 6901 6901 1219 1219 4836 680 680 5035 1147 1147 5296 5318 5638 2375 5073
2526,2526 2526 6349 6349 2233 3703 6179 1462 1462 327 327 327 327 5257 4860 5396 5396 592 592 592
2527,2527 2527 1105 3312 4356 396 6614 422 422 422 422 422 422 7278 4346 1460 1460 1460 1460 1460
2528,2528 2528 324 324 324 324 324 1333 1333 4807 5022 6166 131 5865 6755 6755 6755 7348 6151 3791
2529,2529 2529 3159 3063 7061 4248 3575 3575 783 2082 2082 4437 625 625 2907 2146 6523 412 412 1221
2530,2530 7011 4583 6206 5218 5199 5199 3022 4588 5616 1361 1361 1015 2861 1595 1595 1595 2899 2899 5460
2531,2531 2531 2710 648 648 648 648 1600 1600 1600 2643 4155 3276 3276 3276 3860 1861 1861 1861 1861
2532,2532 2532 6813 4580 786 198 4913 2825 2825 2825 1272 1272 1961 1961 1961 1961 5791 5972 846 6004
2533,2533 2533 2723 2594 2594 3676 3981 2627 2627 2627 6421 2884 2884 2884 7175 132 132 6516 6516 6055
2534,2534 2534 2534 6072 661 2997 3438 3438 3438 3438 6920 2337 4775 4775 4919 5717 1592 5641 3609 3609
2535,2535 4683 253 2167 1924 1924 1924 145 5821 6648 6995 208 1405 1405 1405 3217 4077 2773 4839 283
2536,2536 2536 5044 3081 1038 1672 1696 788 788 346 722 722 5183 5183 5183 6776 1599 5798 3930 6155
2537,2537 5469 858 3509 7346 1146 4432 2321 3682 49 49 49 6674 2857 570 570 4557 5756 6353 1576
2538,2538 5532 3385 5181 1337 25 25 25 25 25 6820 2042 606 5672 2303 6822 1998 5983 6056 4055
