user_id,user_embedding
816,"[0.01762271672487259, 0.0, 0.39971280097961426, 0.12229063361883163, 0.26176905632019043, 0.16254295408725739, 0.4213835597038269, 0.0]"
817,"[0.017622947692871094, 0.0, 0.3501726984977722, 0.1261545866727829, 0.25920751690864563, 0.16200828552246094, 0.44771069288253784, 0.0]"
818,"[0.01762290671467781, 0.0, 0.36242449283599854, 0.1228906512260437, 0.2586658000946045, 0.16227130591869354, 0.41078922152519226, 0.0]"
734,"[0.017622830346226692, 0.0, 0.3647012710571289, 0.12528765201568604, 0.2600022554397583, 0.1621444970369339, 0.4419209957122803, 0.0]"
725,"[0.017622878775000572, 0.0, 0.36794379353523254, 0.12409503757953644, 0.2598778307437897, 0.16224350035190582, 0.42695939540863037, 0.0]"
819,"[0.017622441053390503, 0.0, 0.47992241382598877, 0.11007555574178696, 0.26224830746650696, 0.1632525622844696, 0.29106467962265015, 0.0]"
820,"[0.017622780054807663, 0.0, 0.3682653307914734, 0.12488850951194763, 0.260108083486557, 0.16227379441261292, 0.4419574737548828, 0.0]"
821,"[0.01762278936803341, 0.0, 0.3560447692871094, 0.1275774985551834, 0.26073259115219116, 0.16216811537742615, 0.47078245878219604, 0.0]"
822,"[0.01762361451983452, 0.0, 0.011690497398376465, 0.22546133399009705, 0.2853894829750061, 0.15910016000270844, 1.6571043729782104, 0.0]"
823,"[0.017622536048293114, 0.0, 0.45364364981651306, 0.11474976688623428, 0.26248350739479065, 0.16299663484096527, 0.34316951036453247, 0.0]"
733,"[0.017623625695705414, 0.0, 0.04899977147579193, 0.20553159713745117, 0.2772909104824066, 0.15945063531398773, 1.4017691612243652, 0.0]"
824,"[0.017622625455260277, 0.0, 0.4395679831504822, 0.11313141137361526, 0.2601947486400604, 0.16281084716320038, 0.3122345805168152, 0.0]"
738,"[0.01762223243713379, 0.0, 0.5209441184997559, 0.10672055929899216, 0.2646526098251343, 0.16367365419864655, 0.2648433744907379, 0.0]"
825,"[0.017622988671064377, 0.0, 0.3309531807899475, 0.12511204183101654, 0.2569010555744171, 0.16187788546085358, 0.42695075273513794, 0.0]"
826,"[0.017623236402869225, 0.0, 0.2850872278213501, 0.1328812837600708, 0.2566581666469574, 0.16149702668190002, 0.5067290663719177, 0.0]"
827,"[0.01762278750538826, 0.0, 0.3929280638694763, 0.11995942890644073, 0.25956907868385315, 0.1624346524477005, 0.3801495432853699, 0.0]"
828,"[0.0176226943731308, 0.0, 0.40036535263061523, 0.12235532701015472, 0.261742502450943, 0.16249041259288788, 0.4223823547363281, 0.0]"
829,"[0.017622580751776695, 0.0, 0.43764448165893555, 0.11712655425071716, 0.26224276423454285, 0.16283714771270752, 0.36796069145202637, 0.0]"
354,"[0.017618771642446518, 0.0, 1.298714280128479, 0.0592382438480854, 0.31278836727142334, 0.1708795130252838, 0.00646461546421051, 0.0]"
830,"[0.017623096704483032, 0.0, 0.30934786796569824, 0.12767747044563293, 0.25591421127319336, 0.16163833439350128, 0.4470216631889343, 0.0]"
747,"[0.0176226869225502, 0.0, 0.41736459732055664, 0.11990858614444733, 0.2619893252849579, 0.1627233475446701, 0.39707374572753906, 0.0]"
737,"[0.017622491344809532, 0.0, 0.46191611886024475, 0.11398797482252121, 0.2626992464065552, 0.1630427986383438, 0.33465731143951416, 0.0]"
831,"[0.017622672021389008, 0.0, 0.419991135597229, 0.11632516980171204, 0.26009440422058105, 0.1627061665058136, 0.3454773426055908, 0.0]"
418,"[0.017623621970415115, 0.0, 0.03503783047199249, 0.21363651752471924, 0.2805389165878296, 0.1593283861875534, 1.503767728805542, 0.0]"
493,"[0.017622491344809532, 0.0, 0.47713014483451843, 0.11161836981773376, 0.2630996108055115, 0.16329054534435272, 0.3119417428970337, 0.0]"
832,"[0.01762259379029274, 0.0, 0.4261617660522461, 0.11537507176399231, 0.2601664960384369, 0.1627667248249054, 0.33496540784835815, 0.0]"
833,"[0.01762242801487446, 0.0, 0.4694673418998718, 0.11257380247116089, 0.2628154754638672, 0.16307669878005981, 0.3209342956542969, 0.0]"
834,"[0.017622841522097588, 0.0, 0.3581380844116211, 0.1278279572725296, 0.2610025107860565, 0.16219446063041687, 0.47299301624298096, 0.0]"
835,"[0.017622627317905426, 0.0, 0.4077582061290741, 0.11835070699453354, 0.2602541148662567, 0.16245591640472412, 0.37159958481788635, 0.0]"
593,"[0.017623623833060265, 0.0, 0.040220409631729126, 0.21016742289066315, 0.279265433549881, 0.1594928354024887, 1.4650315046310425, 0.0]"
690,"[0.017618848010897636, 0.0, 1.2748183012008667, 0.06059781834483147, 0.3109452724456787, 0.17064978182315826, 0.011564970016479492, 0.0]"
585,"[0.017622750252485275, 0.0, 0.385048508644104, 0.12208639085292816, 0.2600655257701874, 0.16239510476589203, 0.40638086199760437, 0.0]"
586,"[0.017622487619519234, 0.0, 0.45422154664993286, 0.11364741623401642, 0.26198017597198486, 0.1630629599094391, 0.32433250546455383, 0.0]"
836,"[0.017622560262680054, 0.0, 0.44236600399017334, 0.11600162088871002, 0.26221251487731934, 0.16291473805904388, 0.3558189570903778, 0.0]"
584,"[0.017622660845518112, 0.0, 0.42149990797042847, 0.11734455823898315, 0.2611139714717865, 0.16279111802577972, 0.3646372854709625, 0.0]"
837,"[0.017622699961066246, 0.0, 0.3880021870136261, 0.12372957170009613, 0.26163750886917114, 0.1624460220336914, 0.4342014193534851, 0.0]"
592,"[0.01762254163622856, 0.0, 0.4484110474586487, 0.11412600427865982, 0.2614572048187256, 0.16287365555763245, 0.32680556178092957, 0.0]"
591,"[0.017622891813516617, 0.0, 0.35819244384765625, 0.12472498416900635, 0.25928014516830444, 0.16214825212955475, 0.4322086572647095, 0.0]"
838,"[0.017623627558350563, 0.0, 0.05220985412597656, 0.20461291074752808, 0.2771587371826172, 0.15951324999332428, 1.392685055732727, 0.0]"
839,"[0.01762273907661438, 0.0, 0.39770638942718506, 0.11904829740524292, 0.2596718370914459, 0.1623944789171219, 0.37157368659973145, 0.0]"
840,"[0.01762254536151886, 0.0, 0.441677063703537, 0.11513972282409668, 0.2614676058292389, 0.1629285216331482, 0.342445433139801, 0.0]"
841,"[0.017623625695705414, 0.0, 0.048671647906303406, 0.20691967010498047, 0.27797964215278625, 0.1595320701599121, 1.4194473028182983, 0.0]"
842,"[0.017622698098421097, 0.0, 0.40490710735321045, 0.11739792674779892, 0.25938427448272705, 0.16251839697360992, 0.35514307022094727, 0.0]"
843,"[0.017623625695705414, 0.0, 0.052901193499565125, 0.20415696501731873, 0.2768472731113434, 0.159530907869339, 1.386605143547058, 0.0]"
844,"[0.017622651532292366, 0.0, 0.4296785593032837, 0.1166313886642456, 0.26153430342674255, 0.1627887636423111, 0.3596956133842468, 0.0]"
845,"[0.017623625695705414, 0.0, 0.051537007093429565, 0.20492926239967346, 0.27726373076438904, 0.1595793515443802, 1.3940030336380005, 0.0]"
846,"[0.017623109742999077, 0.0, 0.28282302618026733, 0.13417546451091766, 0.25732171535491943, 0.16151434183120728, 0.5249552130699158, 0.0]"
669,"[0.017618736252188683, 0.0, 1.3109915256500244, 0.05862615257501602, 0.31349509954452515, 0.1709945648908615, 0.004342958331108093, 0.0]"
829,"[0.017622580751776695, 0.0, 0.43764448165893555, 0.11712655425071716, 0.26224276423454285, 0.16283714771270752, 0.36796069145202637, 0.0]"
630,"[0.017622770741581917, 0.0, 0.3559095859527588, 0.12539474666118622, 0.25916141271591187, 0.16200722754001617, 0.4361109137535095, 0.0]"
551,"[0.017622897401452065, 0.0, 0.371013879776001, 0.12238794565200806, 0.25928956270217896, 0.16235554218292236, 0.40557020902633667, 0.0]"
603,"[0.01762264594435692, 0.0, 0.4271404445171356, 0.11688076704740524, 0.2613929808139801, 0.1627790629863739, 0.3595423698425293, 0.0]"
847,"[0.0176222026348114, 0.0, 0.538881778717041, 0.10420297086238861, 0.2646915912628174, 0.16382354497909546, 0.23939436674118042, 0.0]"
848,"[0.017622526735067368, 0.0, 0.4510231018066406, 0.11236771941184998, 0.260944664478302, 0.16294929385185242, 0.30752670764923096, 0.0]"
849,"[0.01761871948838234, 0.0, 1.3175110816955566, 0.058401934802532196, 0.31404152512550354, 0.17106275260448456, 0.003717198967933655, 0.0]"
850,"[0.017623625695705414, 0.0, 0.053197458386421204, 0.20409119129180908, 0.27684158086776733, 0.1594756692647934, 1.3825668096542358, 0.0]"
851,"[0.01762250065803528, 0.0, 0.457219660282135, 0.11461319774389267, 0.26250481605529785, 0.16303622722625732, 0.3380384147167206, 0.0]"
852,"[0.01762295328080654, 0.0, 0.3442577123641968, 0.12551051378250122, 0.25803202390670776, 0.1619783490896225, 0.4321115016937256, 0.0]"
853,"[0.01762218214571476, 0.0, 0.5193026661872864, 0.1073458343744278, 0.2643970549106598, 0.16348358988761902, 0.2732778489589691, 0.0]"
854,"[0.01762321963906288, 0.0, 0.2754162847995758, 0.13672979176044464, 0.258080393075943, 0.16138407588005066, 0.556302547454834, 0.0]"
855,"[0.017622828483581543, 0.0, 0.34491536021232605, 0.12875647842884064, 0.2601323127746582, 0.16206519305706024, 0.4790602922439575, 0.0]"
611,"[0.017618315294384956, 0.0, 1.3950027227401733, 0.05458705872297287, 0.31959268450737, 0.17180469632148743, 0.0, 0.0]"
608,"[0.01762275956571102, 0.0, 0.38916027545928955, 0.11936067789793015, 0.25914523005485535, 0.16243381798267365, 0.3712124526500702, 0.0]"
856,"[0.017622467130422592, 0.0, 0.4755270779132843, 0.11207975447177887, 0.2631080746650696, 0.1632154881954193, 0.3134901523590088, 0.0]"
857,"[0.017622681334614754, 0.0, 0.4305053949356079, 0.11657809466123581, 0.2615945339202881, 0.16280902922153473, 0.3581574559211731, 0.0]"
858,"[0.017622992396354675, 0.0, 0.33692026138305664, 0.12380965054035187, 0.2564857304096222, 0.1619247943162918, 0.40814560651779175, 0.0]"
859,"[0.01762302592396736, 0.0, 0.33568274974823, 0.12727728486061096, 0.25872838497161865, 0.1619003713130951, 0.45723623037338257, 0.0]"
860,"[0.017622845247387886, 0.0, 0.36191654205322266, 0.12623797357082367, 0.26026105880737305, 0.16219379007816315, 0.4513842463493347, 0.0]"
861,"[0.01761866733431816, 0.0, 1.2945269346237183, 0.05949309468269348, 0.31236422061920166, 0.17076510190963745, 0.008805841207504272, 0.0]"
726,"[0.017623621970415115, 0.0, 0.03292882442474365, 0.21340933442115784, 0.28048717975616455, 0.15935932099819183, 1.5032778978347778, 0.0]"
46,"[0.0176235344260931, 0.0, 0.0, 0.38506391644477844, 0.3504510521888733, 0.1568654179573059, 3.7252418994903564, 0.0]"
862,"[0.01762252114713192, 0.0, 0.44930440187454224, 0.11556787043809891, 0.2625569999217987, 0.1629370003938675, 0.35069215297698975, 0.0]"
614,"[0.017622943967580795, 0.0, 0.347762793302536, 0.12530919909477234, 0.25862008333206177, 0.16203489899635315, 0.43342500925064087, 0.0]"
615,"[0.017622405663132668, 0.0, 0.47202497720718384, 0.11259329319000244, 0.2630864381790161, 0.16330593824386597, 0.3232395350933075, 0.0]"
863,"[0.01762302592396736, 0.0, 0.3139891028404236, 0.1300116926431656, 0.2580186724662781, 0.16173242032527924, 0.4819636940956116, 0.0]"
659,"[0.017619026824831963, 0.0, 1.2425230741500854, 0.061992768198251724, 0.3087768852710724, 0.17029856145381927, 0.015364259481430054, 0.0]"
616,"[0.017618587240576744, 0.0, 1.3328684568405151, 0.05769515037536621, 0.31508639454841614, 0.17128576338291168, 0.002427339553833008, 0.0]"
864,"[0.01762290857732296, 0.0, 0.3450552225112915, 0.12482070922851562, 0.25808364152908325, 0.16199477016925812, 0.42945563793182373, 0.0]"
865,"[0.017622455954551697, 0.0, 0.4674343764781952, 0.11226996034383774, 0.26262736320495605, 0.16305842995643616, 0.314262330532074, 0.0]"
866,"[0.01762286014854908, 0.0, 0.37628471851348877, 0.12267609685659409, 0.2599188983440399, 0.16234079003334045, 0.41662412881851196, 0.0]"
867,"[0.017623063176870346, 0.0, 0.32514017820358276, 0.1258130967617035, 0.25692737102508545, 0.16187970340251923, 0.4297983646392822, 0.0]"
868,"[0.017622828483581543, 0.0, 0.3667631149291992, 0.12400195002555847, 0.2594723403453827, 0.1622195690870285, 0.4265713095664978, 0.0]"
869,"[0.017622679471969604, 0.0, 0.403316855430603, 0.1208561360836029, 0.26129886507987976, 0.16269001364707947, 0.3995479643344879, 0.0]"
870,"[0.01762290485203266, 0.0, 0.35756176710128784, 0.12262873351573944, 0.25790444016456604, 0.16208940744400024, 0.4028528034687042, 0.0]"
624,"[0.017619123682379723, 0.0, 1.2433958053588867, 0.06193796917796135, 0.30907249450683594, 0.17033137381076813, 0.016870036721229553, 0.0]"
871,"[0.017622824758291245, 0.0, 0.36631032824516296, 0.12448699027299881, 0.2597231864929199, 0.16224437952041626, 0.43092435598373413, 0.0]"
872,"[0.017618834972381592, 0.0, 1.2843317985534668, 0.059960778802633286, 0.3117254972457886, 0.1706956923007965, 0.007109925150871277, 0.0]"
873,"[0.017622649669647217, 0.0, 0.39735090732574463, 0.1211647018790245, 0.260954350233078, 0.16249606013298035, 0.4032176434993744, 0.0]"
621,"[0.017622625455260277, 0.0, 0.4373762011528015, 0.11441697925329208, 0.2610248923301697, 0.16292519867420197, 0.33445265889167786, 0.0]"
874,"[0.0176223274320364, 0.0, 0.4929581880569458, 0.10932063311338425, 0.2631427049636841, 0.16331970691680908, 0.28439369797706604, 0.0]"
619,"[0.017622612416744232, 0.0, 0.41830283403396606, 0.11802225559949875, 0.2611011862754822, 0.1627790629863739, 0.37133169174194336, 0.0]"
875,"[0.01762276515364647, 0.0, 0.3775002360343933, 0.12400958687067032, 0.26050734519958496, 0.16227655112743378, 0.4334371089935303, 0.0]"
618,"[0.017623625695705414, 0.0, 0.052838608622550964, 0.20429441332817078, 0.27681899070739746, 0.1595422774553299, 1.3840880393981934, 0.0]"
876,"[0.017622778192162514, 0.0, 0.39511191844940186, 0.12074014544487, 0.26029035449028015, 0.16244949400424957, 0.39210060238838196, 0.0]"
877,"[0.017622889950871468, 0.0, 0.3525044322013855, 0.12703096866607666, 0.2600770592689514, 0.16213884949684143, 0.4586002230644226, 0.0]"
878,"[0.017623135820031166, 0.0, 0.2919096350669861, 0.13076461851596832, 0.25628769397735596, 0.16153162717819214, 0.4828295111656189, 0.0]"
879,"[0.01762234978377819, 0.0, 0.4994964897632599, 0.10852912068367004, 0.26332247257232666, 0.16351763904094696, 0.27917924523353577, 0.0]"
880,"[0.0176229327917099, 0.0, 0.36254554986953735, 0.1246141865849495, 0.2596968114376068, 0.16219955682754517, 0.4365941882133484, 0.0]"
881,"[0.01762363128364086, 0.0, 0.07611815631389618, 0.19256514310836792, 0.2719762921333313, 0.1597083956003189, 1.2326083183288574, 0.0]"
620,"[0.017622681334614754, 0.0, 0.39596813917160034, 0.11900705844163895, 0.25943610072135925, 0.16249431669712067, 0.3707951605319977, 0.0]"
882,"[0.017622537910938263, 0.0, 0.45609888434410095, 0.11338943988084793, 0.26206985116004944, 0.16312213242053986, 0.3270462155342102, 0.0]"
629,"[0.017623107880353928, 0.0, 0.29896342754364014, 0.13250988721847534, 0.2578510046005249, 0.16165435314178467, 0.5095537304878235, 0.0]"
628,"[0.017623648047447205, 0.0, 0.1405637264251709, 0.1594214290380478, 0.25855526328086853, 0.16018067300319672, 0.8037490248680115, 0.0]"
883,"[0.01762363128364086, 0.0, 0.08031880855560303, 0.189938485622406, 0.2709217965602875, 0.15974272787570953, 1.2030229568481445, 0.0]"
664,"[0.017622660845518112, 0.0, 0.4274638891220093, 0.11669143289327621, 0.26116639375686646, 0.16276589035987854, 0.35536742210388184, 0.0]"
633,"[0.01762363314628601, 0.0, 0.07618673145771027, 0.19116729497909546, 0.27130815386772156, 0.1596251279115677, 1.2133495807647705, 0.0]"
634,"[0.01762283220887184, 0.0, 0.3414844572544098, 0.12884370982646942, 0.25994637608528137, 0.16213232278823853, 0.48000478744506836, 0.0]"
636,"[0.01762360893189907, 0.0, 0.0, 0.2434442639350891, 0.2932661473751068, 0.15909436345100403, 1.8996745347976685, 0.0]"
884,"[0.017622679471969604, 0.0, 0.4033820629119873, 0.12000386416912079, 0.2608729302883148, 0.16267482936382294, 0.38937604427337646, 0.0]"
885,"[0.017622822895646095, 0.0, 0.3728783130645752, 0.12110910564661026, 0.2586248815059662, 0.162327378988266, 0.39093536138534546, 0.0]"
886,"[0.017622360959649086, 0.0, 0.48856428265571594, 0.1104503944516182, 0.26359111070632935, 0.16337594389915466, 0.2980750799179077, 0.0]"
887,"[0.01762278564274311, 0.0, 0.38513392210006714, 0.12026531994342804, 0.2592470645904541, 0.162334606051445, 0.38416028022766113, 0.0]"
888,"[0.017622753977775574, 0.0, 0.3827321529388428, 0.12363743782043457, 0.26077592372894287, 0.162321537733078, 0.42697620391845703, 0.0]"
718,"[0.017622867599129677, 0.0, 0.3614540696144104, 0.12391135841608047, 0.2588728368282318, 0.16215339303016663, 0.4226384162902832, 0.0]"
653,"[0.0176226906478405, 0.0, 0.4138944745063782, 0.12067686766386032, 0.2622208893299103, 0.16256994009017944, 0.40335893630981445, 0.0]"
656,"[0.017618833109736443, 0.0, 1.2955557107925415, 0.059215690940618515, 0.3125239908695221, 0.1708947867155075, 0.004767864942550659, 0.0]"
650,"[0.017622586339712143, 0.0, 0.43577510118484497, 0.11513596028089523, 0.2608993351459503, 0.16282717883586884, 0.3391706943511963, 0.0]"
889,"[0.01762283965945244, 0.0, 0.3457331359386444, 0.1264907866716385, 0.2586902976036072, 0.16194367408752441, 0.44599759578704834, 0.0]"
890,"[0.01761884242296219, 0.0, 1.2942770719528198, 0.05940089374780655, 0.3124358654022217, 0.17079035937786102, 0.008561760187149048, 0.0]"
891,"[0.017622703686356544, 0.0, 0.39949947595596313, 0.11949214339256287, 0.26010218262672424, 0.16256484389305115, 0.37739479541778564, 0.0]"
623,"[0.01762247085571289, 0.0, 0.45299777388572693, 0.11413861066102982, 0.26241958141326904, 0.1631435602903366, 0.3410618305206299, 0.0]"
662,"[0.017623618245124817, 0.0, 0.029101356863975525, 0.2161296308040619, 0.28159937262535095, 0.1593281328678131, 1.5434746742248535, 0.0]"
892,"[0.017622850835323334, 0.0, 0.384053111076355, 0.12230346351861954, 0.26009851694107056, 0.16230973601341248, 0.4077800512313843, 0.0]"
893,"[0.017622986808419228, 0.0, 0.32348954677581787, 0.12813755869865417, 0.2575792670249939, 0.1618160903453827, 0.45862656831741333, 0.0]"
894,"[0.01762286201119423, 0.0, 0.3593064546585083, 0.12389175593852997, 0.2588367164134979, 0.16217678785324097, 0.4231303930282593, 0.0]"
895,"[0.01762254163622856, 0.0, 0.4421577453613281, 0.11559712886810303, 0.26174139976501465, 0.16292299330234528, 0.3429640531539917, 0.0]"
670,"[0.017618801444768906, 0.0, 1.2940040826797485, 0.05946076288819313, 0.3123895525932312, 0.17085133492946625, 0.007109776139259338, 0.0]"
896,"[0.01761697791516781, 0.0, 1.6700199842453003, 0.041271910071372986, 0.33848026394844055, 0.17442168295383453, 0.0, 0.0]"
672,"[0.017622845247387886, 0.0, 0.35683006048202515, 0.12590254843235016, 0.2596276104450226, 0.16212321817874908, 0.44602394104003906, 0.0]"
677,"[0.01762254349887371, 0.0, 0.4640941321849823, 0.11353883147239685, 0.2628757357597351, 0.16314782202243805, 0.32820236682891846, 0.0]"
671,"[0.01762307621538639, 0.0, 0.29342740774154663, 0.13338789343833923, 0.25783324241638184, 0.1615167260169983, 0.5168154835700989, 0.0]"
27,"[0.017623625695705414, 0.0, 0.04582206904888153, 0.20778465270996094, 0.2784317135810852, 0.15951859951019287, 1.4341142177581787, 0.0]"
897,"[0.01762363500893116, 0.0, 0.08867780864238739, 0.18576458096504211, 0.26928088068962097, 0.15978096425533295, 1.145261287689209, 0.0]"
898,"[0.01762283593416214, 0.0, 0.3714483380317688, 0.1232306957244873, 0.2596815228462219, 0.16232144832611084, 0.4164887070655823, 0.0]"
673,"[0.01762363500893116, 0.0, 0.08222496509552002, 0.1878678798675537, 0.270002543926239, 0.15970171988010406, 1.167616367340088, 0.0]"
899,"[0.017622850835323334, 0.0, 0.37513601779937744, 0.12018868327140808, 0.25832653045654297, 0.16228532791137695, 0.378292441368103, 0.0]"
900,"[0.017618661746382713, 0.0, 1.3214421272277832, 0.058180440217256546, 0.31426575779914856, 0.17110522091388702, 0.004140004515647888, 0.0]"
675,"[0.017622623592615128, 0.0, 0.4171738624572754, 0.11956003308296204, 0.2619510293006897, 0.16275326907634735, 0.39324384927749634, 0.0]"
725,"[0.017622878775000572, 0.0, 0.36794379353523254, 0.12409503757953644, 0.2598778307437897, 0.16224350035190582, 0.42695939540863037, 0.0]"
901,"[0.017622696235775948, 0.0, 0.40584850311279297, 0.1174440011382103, 0.25927984714508057, 0.16247627139091492, 0.35555869340896606, 0.0]"
687,"[0.01761888526380062, 0.0, 1.291606068611145, 0.059571634978055954, 0.312202513217926, 0.17086468636989594, 0.00624297559261322, 0.0]"
902,"[0.017618941143155098, 0.0, 1.262439489364624, 0.061047881841659546, 0.3102726936340332, 0.17057043313980103, 0.012707501649856567, 0.0]"
688,"[0.01762363128364086, 0.0, 0.07450118660926819, 0.19316303730010986, 0.2723136842250824, 0.15964946150779724, 1.239753246307373, 0.0]"
599,"[0.017622776329517365, 0.0, 0.3574117422103882, 0.1262599229812622, 0.2599264085292816, 0.1621973216533661, 0.45391494035720825, 0.0]"
771,"[0.017622293904423714, 0.0, 0.49640682339668274, 0.11027519404888153, 0.2641282081604004, 0.1634824275970459, 0.30506575107574463, 0.0]"
903,"[0.017623623833060265, 0.0, 0.0459943562746048, 0.20819596946239471, 0.2782987952232361, 0.15942934155464172, 1.437271237373352, 0.0]"
904,"[0.017622526735067368, 0.0, 0.45087194442749023, 0.11368438601493835, 0.26171550154685974, 0.16301998496055603, 0.3265702724456787, 0.0]"
905,"[0.017623623833060265, 0.0, 0.04032151401042938, 0.20942717790603638, 0.27892011404037476, 0.1594778448343277, 1.4519318342208862, 0.0]"
703,"[0.01762302964925766, 0.0, 0.3038666248321533, 0.1314655989408493, 0.2576678991317749, 0.16157570481300354, 0.4979602098464966, 0.0]"
711,"[0.017622951418161392, 0.0, 0.3135950565338135, 0.131527841091156, 0.2588602602481842, 0.16167238354682922, 0.5050987005233765, 0.0]"
701,"[0.0176226906478405, 0.0, 0.41456830501556396, 0.11733978241682053, 0.2603476643562317, 0.16272126138210297, 0.36037275195121765, 0.0]"
758,"[0.017623621970415115, 0.0, 0.03474803268909454, 0.21333208680152893, 0.280548095703125, 0.15939749777317047, 1.5045369863510132, 0.0]"
702,"[0.01761903427541256, 0.0, 1.2277179956436157, 0.062748983502388, 0.30766618251800537, 0.17022420465946198, 0.017281323671340942, 0.0]"
4,"[0.017619172111153603, 0.0, 1.207775592803955, 0.0637378841638565, 0.30634021759033203, 0.16999605298042297, 0.021193698048591614, 0.0]"
230,"[0.017622584477066994, 0.0, 0.42994096875190735, 0.11784709244966507, 0.26193150877952576, 0.1627970039844513, 0.3715788722038269, 0.0]"
906,"[0.01762295700609684, 0.0, 0.33571964502334595, 0.12761126458644867, 0.25887635350227356, 0.1619255393743515, 0.4631919860839844, 0.0]"
907,"[0.017622986808419228, 0.0, 0.3417085111141205, 0.126130610704422, 0.2583566904067993, 0.16204510629177094, 0.44384950399398804, 0.0]"
908,"[0.017622917890548706, 0.0, 0.34148895740509033, 0.12724865972995758, 0.25901657342910767, 0.16195988655090332, 0.4591413736343384, 0.0]"
909,"[0.0176226943731308, 0.0, 0.3974814713001251, 0.12250861525535583, 0.2617984116077423, 0.16257049143314362, 0.4228639602661133, 0.0]"
910,"[0.017619024962186813, 0.0, 1.2231251001358032, 0.06297443807125092, 0.30749422311782837, 0.1702103614807129, 0.019336163997650146, 0.0]"
367,"[0.017623625695705414, 0.0, 0.05566631257534027, 0.20245245099067688, 0.2761334776878357, 0.15958595275878906, 1.3640860319137573, 0.0]"
682,"[0.01762361079454422, 0.0, 0.0, 0.23611795902252197, 0.2897619903087616, 0.1590261161327362, 1.7965952157974243, 0.0]"
493,"[0.017622491344809532, 0.0, 0.47713014483451843, 0.11161836981773376, 0.2630996108055115, 0.16329054534435272, 0.3119417428970337, 0.0]"
42,"[0.017619233578443527, 0.0, 1.182496190071106, 0.06509965658187866, 0.3047018051147461, 0.16987860202789307, 0.02714623510837555, 0.0]"
911,"[0.017622752115130424, 0.0, 0.3877323865890503, 0.12157869338989258, 0.2601780593395233, 0.16237354278564453, 0.4077601432800293, 0.0]"
912,"[0.01762271672487259, 0.0, 0.3977750539779663, 0.12219705432653427, 0.26147133111953735, 0.16253705322742462, 0.41750583052635193, 0.0]"
913,"[0.01762296073138714, 0.0, 0.32524898648262024, 0.12916696071624756, 0.258348673582077, 0.16183647513389587, 0.4745858907699585, 0.0]"
51,"[0.017622962594032288, 0.0, 0.3421006202697754, 0.12406027317047119, 0.25715747475624084, 0.1619807779788971, 0.41556891798973083, 0.0]"
914,"[0.01762254349887371, 0.0, 0.43578577041625977, 0.1140468493103981, 0.26051875948905945, 0.16277121007442474, 0.3254244923591614, 0.0]"
46,"[0.0176235344260931, 0.0, 0.0, 0.38506391644477844, 0.3504510521888733, 0.1568654179573059, 3.7252418994903564, 0.0]"
915,"[0.017623160034418106, 0.0, 0.27841323614120483, 0.1365833878517151, 0.25844112038612366, 0.16150625050067902, 0.5550456643104553, 0.0]"
70,"[0.017623528838157654, 0.0, 0.21369975805282593, 0.13833437860012054, 0.2529621124267578, 0.1607893854379654, 0.5475629568099976, 0.0]"
916,"[0.01762274280190468, 0.0, 0.36535677313804626, 0.12518684566020966, 0.25999975204467773, 0.16222041845321655, 0.4433256983757019, 0.0]"
917,"[0.01762264221906662, 0.0, 0.3760867714881897, 0.12506891787052155, 0.2609797418117523, 0.16233325004577637, 0.44431960582733154, 0.0]"
918,"[0.01761903427541256, 0.0, 1.2381130456924438, 0.06212751567363739, 0.3084912896156311, 0.17026612162590027, 0.016145646572113037, 0.0]"
919,"[0.01762239821255207, 0.0, 0.48108232021331787, 0.11241886764764786, 0.2637174725532532, 0.16323642432689667, 0.32148945331573486, 0.0]"
501,"[0.017622990533709526, 0.0, 0.3449874818325043, 0.12614965438842773, 0.2588849663734436, 0.16203776001930237, 0.4453344941139221, 0.0]"
401,"[0.01762363500893116, 0.0, 0.08600088953971863, 0.18744167685508728, 0.27001094818115234, 0.15985092520713806, 1.1665772199630737, 0.0]"
497,"[0.017622800543904305, 0.0, 0.38254672288894653, 0.12183135747909546, 0.26004940271377563, 0.16238218545913696, 0.40698298811912537, 0.0]"
920,"[0.01761895976960659, 0.0, 1.2513700723648071, 0.06138953939080238, 0.30933111906051636, 0.17049084603786469, 0.012519165873527527, 0.0]"
97,"[0.017623228952288628, 0.0, 0.2849644720554352, 0.1335684359073639, 0.25721651315689087, 0.16142332553863525, 0.5178501009941101, 0.0]"
921,"[0.01762259751558304, 0.0, 0.4130628705024719, 0.11676467210054398, 0.2595871090888977, 0.16253416240215302, 0.34872686862945557, 0.0]"
409,"[0.017622733488678932, 0.0, 0.4153287410736084, 0.11828142404556274, 0.26093173027038574, 0.1626889705657959, 0.37191179394721985, 0.0]"
922,"[0.017622340470552444, 0.0, 0.49287787079811096, 0.1081637442111969, 0.26271191239356995, 0.16328567266464233, 0.27643483877182007, 0.0]"
923,"[0.017618965357542038, 0.0, 1.250104308128357, 0.06158524006605148, 0.3092709183692932, 0.1704142987728119, 0.013928905129432678, 0.0]"
924,"[0.017622465267777443, 0.0, 0.4513356387615204, 0.11451175063848495, 0.2619682252407074, 0.1630346029996872, 0.33460181951522827, 0.0]"
504,"[0.017623143270611763, 0.0, 0.2737441658973694, 0.1352747678756714, 0.25689697265625, 0.16145506501197815, 0.537833034992218, 0.0]"
