mark,userName,p_id
Accepted,guagua0214,P1008
Accepted,fuzeguai,P1008
Accepted,ZhuchenZhong,P1008
Unaccepted,liyuqiu,P1008
Compile Error,liyuqiu,P1008
Accepted,落雪听梅o,P1008
Accepted,pikaqiulandy,P1008
Unaccepted,pikaqiulandy,P1008
Accepted,lavender_o3o,P1008
Accepted,清风随缘,P1008
Accepted,flaoverlyfrisk,P1008
Accepted,025kjki,P1008
Accepted,FireWolf,P1008
Accepted,魅夜の星辰,P1008
Accepted,荀子木qsjzs,P1008
Accepted,小米AC,P1008
Accepted,zaiwang,P1008
Unaccepted,zaiwang,P1008
Accepted,MikeDorovan,P1008
Unaccepted,MikeDorovan,P1008
Accepted,T15987456321,P1008
Unaccepted,T15987456321,P1008
Accepted,qq877680446,P1008
Accepted,xccmy,P1008
Accepted,lmk20212021,P1008
Accepted,cloudmist,P1008
Unaccepted,cloudmist,P1008
Accepted,systems1234567,P1008
Accepted,HXR123,P1008
Unaccepted,HXR123,P1008
Accepted,JL15645947211,P1008
Accepted,古尔丹大馒头,P1008
Unaccepted,古尔丹大馒头,P1008
Accepted,zzhyt888,P1008
Unaccepted,zzhyt888,P1008
Accepted,Nuyoah007,P1008
Accepted,JYZX_wjh,P1008
Unaccepted,JYZX_wjh,P1008
Accepted,白愁序小白,P1008
Compile Error,白愁序小白,P1008
Compile Error,糜慧2018,P1008
Accepted,jumpingbear,P1008
Accepted,SteelBallRun,P1008
Accepted,a97A65,P1008
Compile Error,a97A65,P1008
Accepted,雨伞CKY,P1008
Accepted,m1796938150,P1008
Unaccepted,m1796938150,P1008
Accepted,chenleo123,P1008
Unaccepted,chenleo123,P1008
Accepted,旅途路人,P1008
Accepted,把海弄干的鱼,P1008
Compile Error,Wujiacheng123,P1008
Accepted,闹闹_lzh,P1008
Accepted,wzxj,P1008
Accepted,Huang_Jason,P1008
Accepted,王元康,P1008
Accepted,老菜老菜了,P1008
Accepted,Bencon,P1008
Accepted,jsjs,P1008
Compile Error,jsjs,P1008
Accepted,a3361572736,P1008
Compile Error,a3361572736,P1008
Unaccepted,a3361572736,P1008
Accepted,Malele,P1010
Unaccepted,Malele,P1010
Accepted,zhangxinyang2008,P1010
Accepted,20090406lzy,P1010
Accepted,SETUP,P1010
Accepted,david_lry,P1010
Accepted,wpqwpqwpq,P1010
Accepted,1峡谷做题家1,P1010
Accepted,手可摘星辰ft,P1010
Accepted,虞政熹,P1010
Unshown,,P1010
Accepted,IAUHUAMH,P1010
Accepted,kaiguadeguyu,P1010
Accepted,违规用户名D180JD80,P1010
Accepted,LYJ2000,P1010
Accepted,zt123,P1010
Accepted,Banhoo,P1010
Accepted,哲学家写散文,P1010
Unaccepted,哲学家写散文,P1010
Accepted,Bill3420880687,P1010
Accepted,superzxr,P1010
Accepted,上杉绘橘衣,P1010
Unaccepted,上杉绘橘衣,P1010
Accepted,WSYAH,P1010
Accepted,Pcjmy,P1010
Accepted,Carrie_Scorpio,P1010
Accepted,czkhenu,P1010
Unaccepted,wpqwpqwpq,P1010
Accepted,Mrblack888,P1010
Accepted,xiaoyu123,P1010
Accepted,路过的过路人,P1010
Unaccepted,hansest,P1010
Accepted,孙文彬,P1010
Accepted,Aruvelut,P1010
Accepted,yhzds,P1010
Accepted,airhiphop,P1010
Accepted,xiayuyi,P1010
Accepted,java_Brantb小白,P1010
Accepted,besthandsome,P1010
Accepted,佛大克里斯丁,P1010
Unaccepted,佛大克里斯丁,P1010
Compile Error,佛大克里斯丁,P1010
Accepted,本尼龟2333,P1010
Accepted,cgcwj,P1010
Compile Error,本尼龟2333,P1010
Accepted,朱梓泉的爸爸,P1010
Accepted,henrysheng0908,P1010
Accepted,ZzxZzxc20230337,P1010
Accepted,WSNLISA,P1010
Accepted,Xusir,P1010
Accepted,gaoshanxun,P1010
Accepted,20翟龙飞,P1010
Unaccepted,20翟龙飞,P1010
Unaccepted,LINGwz,P1010
Compile Error,潘毅Eric641,P1010
Accepted,把海弄干的鱼,P1010
Accepted,ztx666,P1010
Accepted,wenkai123,P1010
Unaccepted,wenkai123,P1010
Accepted,rain2021,P1010
Accepted,danielqf,P1010
Accepted,三个傻瓜,P1010
Unaccepted,三个傻瓜,P1010
Compile Error,三个傻瓜,P1010
Accepted,suttr,P1010
Accepted,LuV_Studio,P1010
Unaccepted,LuV_Studio,P1010
Accepted,mxrush,P1010
Unaccepted,mxrush,P1010
Accepted,XZTttt,P1010
Unaccepted,XZTttt,P1010
Accepted,刀客塔_liguozhen,P1010
Accepted,123456myx,P1010
Accepted,zhuxinyue610072,P1010
Accepted,wangwenyu1,P1010
Accepted,陈安东,P1010
Accepted,鸣人的影分身,P1010
Unaccepted,鸣人的影分身,P1010
Compile Error,鸣人的影分身,P1010
Accepted,时间之矢,P1010
Accepted,lrz20090730,P1010
Compile Error,lrz20090730,P1010
Accepted,guagua0214,P1010
Accepted,千里之外,P1010
Accepted,xmw_dwj_04_李昱瑾,P1010
Accepted,Esdhy,P1010
Accepted,回不到从前,P1010
Accepted,Hacket,P1010
Accepted,下洼二实薄坤,P1010
Accepted,gzlinzy,P1010
Compile Error,qq2115789926,P1010
Accepted,YHY2020,P1010
Accepted,旅途路人,P1010
Accepted,mzj123456,P1010
Unaccepted,旅途路人,P1010
Accepted,XWD070719,P1010
Accepted,小王小wang,P1010
Unaccepted,小王小wang,P1010
Accepted,wa_wwd,P1010
Accepted,fenggwsx,P1010
Accepted,gxy145,P1010
Accepted,1233211234567c,P1010
Accepted,BooOom,P1010
Unaccepted,BooOom,P1010
Accepted,bengbeng,P1010
Accepted,kitusto,P1010
Accepted,JL15645947211,P1010
Accepted,CAAZI168,P1010
Unaccepted,CAAZI168,P1010
Accepted,abuyao,P1010
Accepted,菜鸡刘宇轩,P1010
Accepted,11J203武瑞锋,P1010
Accepted,1487258938beibei,P1010
Unaccepted,1487258938beibei,P1010
Accepted,zeyu,P1010
Accepted,Dumby_cat,P1010
Accepted,HTy1Kk,P1010
Accepted,Frank_Star,P1010
Accepted,白给师——茄,P1010
Accepted,lf1556444097,P1010
Unaccepted,lf1556444097,P1010
Accepted,iwrfjwoiejfg,P1010
Unaccepted,LucaKuZ,P1010
Compile Error,LucaKuZ,P1010
Accepted,yanxinpeng123,P1010
Accepted,傅锦诚,P1010
Accepted,seaking007,P1010
Unaccepted,seaking007,P1010
Accepted,AaronYuan,P1010
Accepted,砚深111,P1010
Accepted,sprmero,P1010
Accepted,Think,P1010
Accepted,wlk778,P1010
Unaccepted,wlk778,P1010
Accepted,chayliu,P1010
Accepted,cpp_java,P1010
Accepted,supercatex,P1010
Accepted,YCU_wang,P1010
Accepted,fishtail,P1010
Accepted,pjcode,P1010
Unaccepted,pjcode,P1010
Accepted,ZHP0420,P1010
Accepted,flysheep7,P1010
Compile Error,flysheep7,P1010
Accepted,1v7w,P1010
Accepted,Loxely,P1010
Unaccepted,Loxely,P1010
Unaccepted,学编程的朝午,P1010
Compile Error,学编程的朝午,P1010
Accepted,HEltim7,P1010
Accepted,简单666,P1010
Compile Error,GodfatherJD,P1010
Accepted,旺仔2020,P1010
Accepted,perfectzzzj,P1010
Accepted,H1910819041,P1010
Unaccepted,cysycjk,P1010
Accepted,cysy_730npc,P1010
Unaccepted,卞辰bian,P1010
Accepted,yjsp810,P1010
Unaccepted,yansayan,P1010
Accepted,zzy2499671481,P1010
Accepted,disi_nanj,P1010
Accepted,l2209031001,P1010
Accepted,d3064754249,P1010
Accepted,ptylg123,P1010
Accepted,dazn,P1010
Compile Error,zsb123456,P1010
Unaccepted,dazn,P1010
Accepted,jinzhen,P1010
Unaccepted,jinzhen,P1010
Accepted,DaphneOdera,P1010
Accepted,wzcjj,P1010
Unaccepted,wzcjj,P1010
Accepted,liubokai,P1010
Accepted,绝慕丶,P1010
Accepted,7_26,P1010
Accepted,BZSC555,P1010
Unaccepted,PJL2000,P1010
Accepted,秋日私语,P1010
Accepted,2019AC,P1010
Accepted,GJB123,P1010
Accepted,Ezreal808,P1010
Accepted,超十一维,P1010
Accepted,hey_lemon,P1010
Accepted,如故,P1010
Accepted,曹大帅,P1010
Accepted,lucairui,P1010
Accepted,PLSC,P1010
Accepted,cysylzk123,P1010
Accepted,yuerrrrr,P1010
Accepted,刘明赫,P1010
Accepted,自强不息0,P1010
Accepted,FlowRays,P1010
Accepted,whoami_,P1010
Accepted,tangyuqiang,P1010
Accepted,ghost_D,P1010
Unaccepted,ghost_D,P1010
Accepted,尼斯湖怪水2007,P1010
Accepted,王路飞1234,P1010
Unaccepted,linxd,P1010
Accepted,linxd,P1010
Unaccepted,yucongyu,P1010
Accepted,一个傻子,P1010
Accepted,小贝哥哥,P1010
Accepted,Nicolas192837,P1010
Accepted,yang_zifan,P1010
Accepted,qiaoxiaoxiao,P1010
Accepted,Tsunami2000,P1010
Accepted,BMRF,P1010
Unaccepted,Tsunami2000,P1010
Accepted,持扇拈花,P1010
Accepted,nlx13940561701,P1010
Compile Error,nlx13940561701,P1010
Accepted,snyshinobu,P1010
Accepted,kevin20080329,P1010
Unaccepted,snyshinobu,P1010
Accepted,aryn,P1010
Accepted,Eric_wai,P1010
Accepted,wee_smalloon,P1010
Unaccepted,wee_smalloon,P1010
Compile Error,wee_smalloon,P1010
Accepted,syz1203mm,P1010
Accepted,XZIT20200507121,P1010
Accepted,Lucky9568,P1010
Accepted,MatrixCascade,P1010
Accepted,ltr—lg,P1010
Accepted,古娜拉黑暗神,P1010
Accepted,jeck_ma,P1010
Accepted,ruisen,P1010
Compile Error,ruisen,P1010
Accepted,wu1242657088,P1010
Unaccepted,wu1242657088,P1010
Compile Error,wu1242657088,P1010
Accepted,coding___mer,P1010
Unaccepted,BMRF,P1010
Accepted,红,P1010
Compile Error,红,P1010
Accepted,dxbj,P1010
Accepted,yinzeinaiyin,P1010
Accepted,zzyyll,P1010
Accepted,lalala126543,P1010
Accepted,Darkill,P1010
Compile Error,Darkill,P1010
Accepted,ff741333,P1010
Accepted,ZGF_Harry,P1010
Accepted,竹取颱,P1010
Accepted,jiayibing2h,P1010
Unaccepted,竹取颱,P1010
Accepted,hw1914刘博,P1010
Unaccepted,hw1914刘博,P1010
Accepted,xmw_dwj_03_刘雨哲,P1010
Accepted,lfxxx,P1010
Accepted,zyl0619,P1010
Unaccepted,lfxxx,P1010
Accepted,合工大男酮,P1010
Unaccepted,合工大男酮,P1010
Accepted,不要报纸,P1010
Accepted,yifeng16,P1010
Unaccepted,xuguiyong,P1010
Accepted,shishuo,P1010
Accepted,yfh890,P1010
Accepted,x123456789,P1010
Accepted,xxxxxXjz,P1010
Unaccepted,xxxxxXjz,P1010
Accepted,snmeng,P1010
Accepted,s628437503,P1010
Accepted,loomt,P1010
Accepted,yaoyaoyaoyaoo,P1010
Accepted,South丶南风,P1010
Accepted,2695908648lzy,P1010
Accepted,皮卡丘！,P1010
Unaccepted,4410Zyb,P1010
Accepted,shx上善若水,P1010
Accepted,高达,P1010
Accepted,sxhyyq,P1010
Accepted,Sanae087,P1010
Accepted,Ender_hz,P1010
Compile Error,Ender_hz,P1010
Accepted,rubbbbic,P1010
Accepted,jianghanxi,P1010
Accepted,ILLENIUM_DOOR♂,P1010
Unaccepted,你不新,P1010
Accepted,npu2017302387,P1010
Accepted,lzy2006,P1010
Accepted,TengChuanB,P1010
Accepted,Nocdis,P1010
Accepted,NatzuLSai,P1010
Unaccepted,NatzuLSai,P1010
Accepted,Maxwell_lsp,P1010
Accepted,计科1904李昌睿,P1010
Accepted,wwomg,P1010
Accepted,xianman,P1010
Accepted,ChunRyt,P1010
Unaccepted,ChunRyt,P1010
Accepted,zhangyushi,P1010
Accepted,genius_dzb,P1010
Unaccepted,genius_dzb,P1010
Accepted,ZHUWZ,P1010
Accepted,我爱coding,P1010
Accepted,zzhyt888,P1010
Accepted,旧梦如孤,P1010
Accepted,yestin,P1012
Accepted,yzer,P1012
Unshown,,P1012
Accepted,Learner01,P1012
Accepted,Zcheng,P1012
Unaccepted,Learner01,P1012
Accepted,wlk778,P1012
Accepted,cloudmist,P1012
Accepted,weizitong,P1012
Unaccepted,feifeiaini1314,P1012
Compile Error,Chris1218,P1012
Accepted,_111,P1012
Unaccepted,cloudmist,P1012
Accepted,huyanjueluowei,P1012
Accepted,Mr_Egg_Eric,P1012
Unaccepted,Mr_Egg_Eric,P1012
Compile Error,Mr_Egg_Eric,P1012
Accepted,lanos212,P1012
Unaccepted,lanos212,P1012
Unaccepted,gzlinzy,P1012
Accepted,STXX2002大帅哥wxw,P1012
Accepted,Dear_Fan,P1012
Accepted,long1997,P1012
Accepted,lailiuyu,P1012
Compile Error,lailiuyu,P1012
Accepted,Dex_ter,P1012
Unaccepted,Dex_ter,P1012
Accepted,哲学家写散文,P1012
Accepted,FURUF,P1012
Unaccepted,FURUF,P1012
Unaccepted,Dear_Fan,P1012
Accepted,daiyang,P1012
Accepted,dy99,P1012
Unaccepted,揪你脸ber,P1012
Unaccepted,zhao2008,P1012
Compile Error,zhao2008,P1012
Accepted,山楂树之恋,P1012
Unaccepted,LZQwithLXY,P1012
Accepted,咬金陪你玩,P1012
Accepted,YANG2021,P1012
Unaccepted,YANG2021,P1012
Accepted,Just_soso_,P1012
Accepted,rainrainrain,P1012
Compile Error,rainrainrain,P1012
Accepted,zcy2k0922,P1012
Accepted,llllkkkkkk,P1012
Accepted,对好的就这样,P1012
Accepted,我演我演！,P1012
Unaccepted,我演我演！,P1012
Unaccepted,Fenggan,P1012
Compile Error,Fenggan,P1012
Unaccepted,liulongxinhaha,P1012
Accepted,宸语,P1012
Accepted,alittlebear,P1012
Unaccepted,alittlebear,P1012
Accepted,xiaoguo123,P1012
Unaccepted,xiaoguo123,P1012
Compile Error,xiaoguo123,P1012
Accepted,xsszzt,P1012
Accepted,liu1051126636456,P1012
Accepted,tianyufighter,P1012
Unaccepted,tianyufighter,P1012
Unaccepted,xsszzt,P1012
Unaccepted,liu1051126636456,P1012
Accepted,tsxk,P1012
Unaccepted,haohaoxuexizkq,P1012
Unaccepted,tsxk,P1012
Accepted,PoppingCandy,P1012
Accepted,victoryhrl,P1012
Accepted,快长大了V,P1012
Unaccepted,yanyulinglong,P1012
Accepted,小丸小丸子,P1012
Compile Error,STXX2002大帅哥wxw,P1012
Unaccepted,Kevin_D,P1012
Accepted,徐恺,P1012
Accepted,lyz_zqbx,P1012
Compile Error,lyz_zqbx,P1012
Accepted,STXX2004ZXG,P1012
Unaccepted,尚九熙,P1012
Unaccepted,lyz_zqbx,P1012
Accepted,所有人的爸爸,P1012
Unaccepted,徐恺,P1012
Accepted,yydsxtm,P1012
Unaccepted,cgcwj,P1012
Accepted,kris08,P1012
Accepted,wyy2002,P1012
Unaccepted,kris08,P1012
Unaccepted,yydsxtm,P1012
Accepted,STXX2004SFX,P1012
Accepted,Jia_s,P1012
Accepted,呐呐是笨笨,P1012
Accepted,吴昱胤,P1012
Compile Error,吴昱胤,P1012
Accepted,李子杰,P1012
Accepted,余桂彪123,P1012
Unaccepted,牛奶咖啡2007,P1012
Accepted,wjt_,P1012
Compile Error,wjt_,P1012
Accepted,白金之星·jo,P1012
Accepted,是文文君啊,P1012
Accepted,Accept_jsy,P1012
Accepted,lyx4188,P1012
Accepted,kaiguadeguyu,P1012
Accepted,Dongshi,P1012
Unaccepted,Dongshi,P1012
Unaccepted,kaiguadeguyu,P1012
Accepted,Na_intern,P1012
Compile Error,Na_intern,P1012
Accepted,huaiyu,P1012
Unaccepted,18851193583guo,P1012
Unaccepted,huaiyu,P1012
Accepted,Xjl52amly,P1012
Unaccepted,Xjl52amly,P1012
Unaccepted,easyya,P1012
Accepted,tzj_19970430,P1012
Unaccepted,Na_intern,P1012
Accepted,guazi0925,P1012
Accepted,20翟龙飞,P1012
Accepted,sakuyalove,P1012
Accepted,Victory_,P1012
Accepted,爱嘤撕毯,P1012
Unaccepted,爱嘤撕毯,P1012
Unaccepted,湘江楠木,P1012
Unaccepted,c1423774497,P1012
Accepted,jczw_fanziqian,P1012
Unaccepted,jczw_fanziqian,P1012
Accepted,wjk666789,P1012
Unaccepted,xiaokejin,P1012
Compile Error,xiaokejin,P1012
Accepted,小洋芋,P1012
Unaccepted,wjk666789,P1012
Accepted,Thinkingoutloud,P1012
Unaccepted,Thinkingoutloud,P1012
Accepted,三个傻瓜,P1012
Accepted,浪迪,P1012
Unaccepted,浪迪,P1012
Accepted,diaoren,P1012
Accepted,Kssssid,P1012
Unaccepted,Kssssid,P1012
Accepted,TuBorSh,P1012
Unaccepted,diaoren,P1012
Accepted,hujin,P1012
Unaccepted,hujin,P1012
Unaccepted,sakuyalove,P1012
Unaccepted,TuBorSh,P1012
Accepted,海英,P1012
Unaccepted,落雪听梅o,P1012
Accepted,Till_Gloam,P1012
Accepted,RegentWeasel,P1012
Accepted,GYX169,P1012
Accepted,zhangyushi,P1012
Accepted,yykorlyk,P1012
Accepted,KernelCurry,P1012
Unaccepted,yykorlyk,P1012
Compile Error,yykorlyk,P1012
Unaccepted,入手入手,P1012
Unaccepted,Azurite,P1012
Compile Error,Azurite,P1012
Accepted,傅锦诚,P1012
Accepted,ljc1641412838,P1012
Accepted,porlain,P1012
Unaccepted,ljc1641412838,P1012
Accepted,Hunter07,P1012
Accepted,gapo,P1012
Unaccepted,gapo,P1012
Accepted,220482023a,P1012
Accepted,TTDMY,P1012
Unaccepted,220482023a,P1012
Unaccepted,TTDMY,P1012
Accepted,lrz20090730,P1012
Accepted,乔尼乔斯达,P1012
Unaccepted,乔尼乔斯达,P1012
Accepted,菜鸡刘宇轩,P1012
Accepted,yuanjiabao,P1012
Accepted,Hacket,P1012
Accepted,回不到从前,P1012
Unaccepted,yuyc,P1012
Accepted,kingco,P1012
Accepted,OIDER,P1012
Unaccepted,gaoyueming,P1012
Accepted,Weak_Konjak,P1012
Unaccepted,Weak_Konjak,P1012
Accepted,XWD070719,P1012
Accepted,0711zzq,P1012
Accepted,D2184358556,P1012
Accepted,Supersnitch,P1012
Accepted,aitian66,P1012
Unaccepted,Supersnitch,P1012
Unaccepted,D2184358556,P1012
Compile Error,Supersnitch,P1012
Accepted,aoligei666,P1012
Unaccepted,aoligei666,P1012
Accepted,zhujiana,P1012
Unaccepted,滑_稽,P1012
Accepted,于一九,P1012
Unaccepted,于一九,P1012
Accepted,ycyoi,P1012
Accepted,Mazzz,P1012
Accepted,一？,P1012
Unaccepted,kpcure,P1012
Accepted,Duanchen,P1012
Unaccepted,Duanchen,P1012
Accepted,mingren,P1012
Accepted,xwj54455637,P1012
Unaccepted,fouriek,P1012
Unaccepted,xwj54455637,P1012
Accepted,JL15645947211,P1012
Accepted,ZHP0420,P1012
Accepted,多多·豆子,P1012
Accepted,曾敬森同志,P1012
Compile Error,曾敬森同志,P1012
Accepted,攸芷弈笙,P1012
Accepted,冯子煦,P1012
Accepted,哦吼吼吼吼吼,P1012
Accepted,Hacker07,P1012
Accepted,zhoujiaqi,P1012
Accepted,intelligent,P1012
Accepted,云水的心,P1012
Accepted,yanzhaofeng,P1012
Accepted,grey66,P1012
Unaccepted,云水的心,P1012
Accepted,防御塔1000号,P1012
Accepted,xiaozhaowww,P1012
Accepted,m0m0m,P1012
Accepted,caiyunzhao,P1012
Accepted,lyx20070301,P1012
Accepted,gswuyz,P1012
Accepted,落雨廾匸,P1012
Unaccepted,落雨廾匸,P1012
Accepted,wangyetao,P1012
Accepted,lir660,P1012
Unaccepted,wangyetao,P1012
Unaccepted,lir660,P1012
Accepted,tdliusicheng,P1012
Compile Error,tdliusicheng,P1012
Unaccepted,tdliusicheng,P1012
Accepted,Bady,P1012
Accepted,Alice_Tony,P1012
Accepted,q1203025174,P1012
Unaccepted,q1203025174,P1012
Accepted,养猫的鱼,P1012
Accepted,iwrfjwoiejfg,P1012
Compile Error,iwrfjwoiejfg,P1012
Accepted,Bencon,P1012
Accepted,蒟蒻___Rubbish,P1012
Unaccepted,hf65535,P1012
Accepted,Litchiz567,P1012
Unaccepted,Litchiz567,P1012
Unaccepted,Alice_Tony,P1012
Accepted,Littlefools,P1012
Compile Error,Littlefools,P1012
Accepted,LiuGuangbu,P1012
Unaccepted,计划的一部分,P1012
Accepted,Neppppp,P1012
Compile Error,Neppppp,P1012
Accepted,油炸海参,P1012
Accepted,txf_nbnb,P1012
Accepted,H1810819012,P1012
Accepted,CoderBin,P1012
Accepted,H1910819041,P1012
Unaccepted,H1810819012,P1012
Accepted,CDConlyred,P1012
Accepted,SheepBaaBaa,P1012
Unaccepted,王玄,P1012
Accepted,123寒殇,P1012
Unaccepted,123寒殇,P1012
Accepted,bili_799,P1012
Unaccepted,计算机吴伟龙,P1012
Accepted,Leeyuchenhehe,P1012
Compile Error,fangchenxuLeo,P1012
Accepted,小段tina,P1012
Unaccepted,_233_,P1012
Accepted,凉皮,P1012
Compile Error,凉皮,P1012
Unaccepted,Liangjm,P1012
Accepted,HIGHer·,P1012
Accepted,base999,P1012
Unaccepted,remilanmu,P1012
Accepted,_Seattle_,P1012
Accepted,happychangyan,P1012
Accepted,徐一凡,P1013
Accepted,Eason_AC,P1013
Accepted,傅锦诚,P1013
Accepted,shishuo,P1013
Accepted,曾哲瀚,P1013
Accepted,合工大男酮,P1013
Unaccepted,合工大男酮,P1013
Compile Error,合工大男酮,P1013
Unaccepted,judgeman,P1013
Accepted,zyyzhdz,P1013
Unshown,,P1013
Unaccepted,zyyzhdz,P1013
Accepted,zzzty___,P1013
Unaccepted,zzzty___,P1013
Accepted,lrz20090730,P1013
Unaccepted,Dxz_xy27,P1013
Accepted,DDSX,P1013
Accepted,菜鸡刘宇轩,P1013
Accepted,Hacket,P1013
Accepted,xmmz517787023,P1013
Accepted,XWD070719,P1013
Accepted,邵子润,P1013
Accepted,Iris_hu,P1013
Accepted,AgOH,P1013
Unaccepted,AgOH,P1013
Unaccepted,wee_smalloon,P1013
Compile Error,wee_smalloon,P1013
Accepted,Herio,P1013
Unaccepted,zxy2005,P1013
Compile Error,zxy2005,P1013
Accepted,Kby20100101,P1013
Accepted,guanjinquan,P1013
Unaccepted,guanjinquan,P1013
Accepted,沙厚天luogu,P1013
Accepted,xianzhi,P1013
Accepted,myh20100601,P1013
Accepted,Nocdis,P1013
Accepted,hesiyuan,P1013
Accepted,青莲梵音,P1013
Accepted,pangyizhe,P1013
Accepted,leeee007,P1013
Unaccepted,leeee007,P1013
Accepted,judgeman,P1013
Accepted,不爱刷题大佬,P1013
Compile Error,HileBer_Lingting,P1013
Accepted,AlbertShen,P1013
Unaccepted,AlbertShen,P1013
Accepted,cathyy037,P1013
Unaccepted,QJKD,P1013
Accepted,爱彩虹的牛,P1013
Accepted,cnmd,P1013
Accepted,cyc123456,P1013
Compile Error,cyc123456,P1013
Compile Error,青莲梵音,P1013
Unaccepted,青莲梵音,P1013
Accepted,54fwk,P1013
Accepted,习近屏,P1013
Accepted,xuandingxin3261,P1013
Unaccepted,xuandingxin3261,P1013
Accepted,小脸爱冚剑,P1013
Accepted,上帝的dfs,P1013
Accepted,ailanxier,P1013
Accepted,洛丝弥尔,P1013
Compile Error,QJKD,P1013
Unaccepted,洛丝弥尔,P1013
Unaccepted,王俊捷,P1013
Accepted,typedrandomly,P1013
Unaccepted,typedrandomly,P1013
Compile Error,typedrandomly,P1013
Accepted,tanzke,P1013
Unaccepted,张嘉乐,P1013
Accepted,___陈浩南___,P1013
Accepted,20191033love20191002,P1013
Accepted,qwqaa,P1013
Compile Error,方块,P1013
Accepted,林炳辰,P1013
Accepted,liyuzhen,P1013
Compile Error,liyuzhen,P1013
Accepted,201981122林跃,P1013
Compile Error,Doqizeey,P1013
Unaccepted,盖世88,P1013
Accepted,归尘不是梦,P1013
Accepted,HShongshi,P1013
Unaccepted,xxy2006,P1013
Compile Error,xxy2006,P1013
Unaccepted,_TXQ_WYB_,P1013
Accepted,ZUAN_XU,P1013
Accepted,Wqy20090813,P1013
Compile Error,Wqy20090813,P1013
Accepted,XIESHEN,P1013
Accepted,唐柰尔318,P1013
Unaccepted,xsb_xxx,P1013
Accepted,ck1902,P1013
Accepted,神一般的我呦,P1013
Accepted,烽火阑珊处,P1013
Accepted,wanyuze,P1013
Compile Error,wanyuze,P1013
Accepted,scain,P1013
Accepted,IFaQ,P1013
Unaccepted,201981122林跃,P1013
Accepted,MaxDYF,P1013
Unaccepted,MaxDYF,P1013
Accepted,分りましたか,P1013
Accepted,life4gal,P1013
Accepted,huangyimiao,P1013
Accepted,寂小寞,P1013
Accepted,Northen,P1013
Accepted,陈超❤,P1013
Accepted,赵嘉熠,P1013
Unaccepted,赵嘉熠,P1013
Compile Error,longlongDmoom,P1013
Accepted,Floreciente0730,P1013
Accepted,Electro,P1013
Accepted,1234zyj,P1013
Compile Error,1234zyj,P1013
Accepted,tymzs,P1013
Accepted,巨力伽罗,P1013
Accepted,自强不息0,P1013
Accepted,Chocola4ever,P1013
Accepted,XAZzxy,P1013
Accepted,xinziming,P1013
Accepted,syc2008,P1013
Accepted,Tael,P1013
Unaccepted,Tael,P1013
Accepted,daq0411,P1013
Unaccepted,daq0411,P1013
Accepted,LHC2021,P1013
Accepted,45中信息王老师,P1013
Accepted,罗梓豪妈妈,P1013
Accepted,洛杉矶,P1013
Accepted,OOOOOH,P1013
Unaccepted,oh_test,P1013
Unaccepted,OOOOOH,P1013
Accepted,lbc6666,P1013
Accepted,唐宝亮JackBoe,P1013
Accepted,MultiChara,P1013
Unaccepted,MultiChara,P1013
Unaccepted,唐宝亮JackBoe,P1013
Accepted,LAG_121,P1013
Accepted,wudengyu,P1013
Compile Error,wudengyu,P1013
Unaccepted,wudengyu,P1013
Accepted,pocafup,P1013
Unaccepted,pocafup,P1013
Accepted,凌曦月,P1013
Compile Error,凌曦月,P1013
Accepted,zcr02128,P1013
Unaccepted,zcr02128,P1013
Accepted,幻影,P1013
Accepted,123gogogo,P1013
Accepted,yanbowen,P1013
Unaccepted,rzh123,P1013
Accepted,StephenCurry1,P1013
Accepted,JS_TZ_ZHR,P1013
Unaccepted,JS_TZ_ZHR,P1013
Accepted,ZZZ2007,P1013
Accepted,TheInclude,P1013
Accepted,土块卢本伟,P1013
Accepted,zjutcyxzz,P1013
Accepted,p123jkl,P1013
Accepted,127_127_127,P1013
Accepted,whiterun,P1013
Accepted,郭梁,P1013
Accepted,chufuzhe,P1013
Accepted,海格岩link,P1013
Accepted,Aaronwrq,P1013
Accepted,zltzlt,P1013
Unaccepted,zltzlt,P1013
Accepted,wzcjy,P1013
Accepted,MoYuFang,P1013
Unaccepted,MoYuFang,P1013
Accepted,亡灵法师doom,P1013
Accepted,邱苏怡Echo666666,P1013
Accepted,Masternz,P1013
Unaccepted,万禹泽2010,P1013
Accepted,MrCrabs,P1013
Accepted,szq792410,P1013
Accepted,147258369csy,P1013
Unaccepted,147258369csy,P1013
Unaccepted,MrCrabs,P1013
Accepted,飞花雨絮,P1013
Unaccepted,飞花雨絮,P1013
Accepted,Yu15155737092,P1013
Accepted,红,P1013
Accepted,AX_Determination,P1013
Accepted,hacz2020238,P1013
Accepted,xxmltjin,P1013
Accepted,蒟蒻专业团队,P1013
Accepted,huangyuao,P1013
Unaccepted,huangyuao,P1013
Accepted,IcarusFalls_3,P1013
Accepted,zzx23362838,P1013
Accepted,Syxxhxh3,P1013
Accepted,shenyangguang,P1013
Unaccepted,hh4ht,P1013
Unknown Error,伟人LJB,P1013
Unaccepted,伟人LJB,P1013
Accepted,Vamper,P1013
Accepted,2826850350L,P1013
Unaccepted,AX_Determination,P1013
Compile Error,AX_Determination,P1013
Accepted,skyの影Zi,P1013
Unaccepted,skyの影Zi,P1013
Compile Error,skyの影Zi,P1013
Accepted,三酒焱寒,P1013
Accepted,SZY123456,P1013
Unaccepted,Xrcluogu,P1013
Unaccepted,kittyover,P1013
Accepted,shino20002000,P1013
