user_id,user_question_sim_list
1221,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1222,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1223,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1224,49 33 60 4 61 38 14 21 75 73 17 65 12 32 62 78 47 30 71 69
1225,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1226,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1227,65 21 32 62 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1228,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1229,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1230,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1231,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1232,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1233,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1234,32 62 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1235,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1236,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1237,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1238,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1239,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1240,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1241,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1242,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1243,60 49 33 14 21 4 61 38 65 32 62 75 73 17 12 78 47 30 71 69
1244,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1245,49 33 60 4 61 38 14 21 75 73 17 12 78 65 32 62 47 30 71 69
1246,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1247,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1248,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1249,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1250,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1251,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1252,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1253,32 62 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1254,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1255,4 33 49 61 38 60 75 73 17 12 14 78 21 47 30 71 69 67 50 76
1256,60 49 33 4 14 61 21 38 75 65 73 17 32 62 12 78 47 30 71 69
1257,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1258,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1259,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1260,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1261,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1262,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1263,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1264,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1265,32 65 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1266,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1267,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1268,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1269,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1270,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1271,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1272,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1273,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1274,4 33 49 61 38 60 75 73 17 12 78 14 47 21 30 71 69 67 50 76
1275,49 33 60 4 61 38 14 21 75 73 17 65 12 32 62 78 47 30 71 69
1276,49 33 60 4 61 38 14 21 75 73 17 12 65 78 32 62 47 30 71 69
1277,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1278,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1279,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1280,32 62 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1281,65 21 32 62 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1282,32 62 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1283,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1284,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1285,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1286,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1287,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1288,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1289,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1290,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1291,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1292,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1293,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1294,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1295,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1296,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1297,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1298,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1299,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1300,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1301,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1302,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1303,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1304,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1305,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1306,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1307,49 33 60 4 61 38 14 21 75 73 17 12 78 65 47 32 62 30 71 69
1308,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1309,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1310,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1311,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1312,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1313,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1314,33 49 4 60 61 38 75 14 73 17 21 12 78 47 30 65 71 32 62 69
1315,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1316,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1317,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1318,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1319,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1320,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1321,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1322,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1323,49 60 33 4 61 38 14 21 75 73 17 65 32 62 12 78 47 30 71 69
1324,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1325,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1326,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1327,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1328,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1329,21 65 14 32 62 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1330,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1331,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1332,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1333,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1334,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1335,21 14 65 32 62 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1336,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1337,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1338,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1339,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1340,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1341,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1342,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1343,4 33 49 61 38 60 75 73 17 12 78 14 47 21 30 71 69 67 50 76
1344,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1345,21 14 65 32 62 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1346,49 33 60 4 61 38 14 21 75 73 17 65 12 32 62 78 47 30 71 69
1347,21 14 65 32 62 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1348,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1349,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1350,60 49 33 4 61 38 14 21 75 73 17 65 32 62 12 78 47 30 71 69
1351,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1352,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1353,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1354,32 62 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1355,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1356,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1357,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1358,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1359,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1360,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1361,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1362,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1363,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1364,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1365,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1366,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1367,32 62 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1368,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1369,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1370,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1371,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1372,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1373,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1374,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1375,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1376,32 62 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1377,49 33 60 4 61 38 14 21 75 73 17 65 12 32 62 78 47 30 71 69
1378,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1379,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1380,49 33 60 4 61 38 14 21 75 73 17 12 78 65 47 32 62 30 71 69
1381,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1382,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1383,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1384,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1385,33 49 4 61 60 38 75 73 17 14 12 21 78 47 30 71 69 67 65 50
1386,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1387,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1388,33 49 4 60 61 38 75 14 73 17 21 12 78 47 30 71 65 32 62 69
1389,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1390,60 49 33 14 4 21 61 38 65 32 62 75 73 17 12 78 47 30 71 69
1391,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1392,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1393,49 33 60 4 61 38 14 21 75 73 17 12 78 47 65 32 62 30 71 69
1394,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1395,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1396,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1397,38 61 75 73 17 4 12 78 47 33 30 49 71 69 67 50 76 81 60 16
1398,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1399,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1400,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1401,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1402,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1403,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1404,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1405,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1406,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1407,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1408,21 14 65 32 62 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1409,49 60 33 4 61 38 14 21 75 73 17 65 32 62 12 78 47 30 71 69
1410,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1411,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1412,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1413,32 62 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1414,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1415,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1416,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1417,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1418,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1419,4 33 49 61 38 60 75 73 17 12 78 14 47 21 30 71 69 67 50 76
1420,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1421,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1422,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1423,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1424,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1425,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1426,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1427,61 38 4 75 73 17 33 49 12 78 47 60 30 71 69 67 50 76 81 16
1428,49 33 60 4 61 38 14 21 75 73 17 12 65 78 32 62 47 30 71 69
1429,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1430,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1431,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1432,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1433,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1434,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1435,32 62 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1436,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1437,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1438,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1439,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1440,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1441,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1442,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1443,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1444,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1445,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1446,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1447,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1448,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1449,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1450,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1451,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1452,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1453,61 38 4 75 73 17 33 49 12 78 60 47 30 71 69 67 50 76 81 16
1454,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1455,60 49 33 4 61 14 38 21 75 73 17 65 32 62 12 78 47 30 71 69
1456,60 49 33 4 61 14 21 38 75 73 17 65 32 62 12 78 47 30 71 69
1457,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1458,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1459,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1460,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1461,49 33 60 4 61 38 14 21 75 73 17 12 65 78 32 62 47 30 71 69
1462,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1463,60 49 33 4 61 14 38 21 75 73 17 65 32 62 12 78 47 30 71 69
1464,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1465,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1466,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1467,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1468,4 33 49 61 38 60 75 73 17 12 14 78 21 47 30 71 69 67 50 76
1469,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1470,33 49 4 60 61 38 75 73 17 14 21 12 78 47 30 71 65 69 67 32
1471,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1472,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1473,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1474,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1475,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1476,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1477,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1478,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1479,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1480,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1481,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1482,61 4 38 33 49 75 73 17 60 12 78 47 30 71 69 67 50 76 81 14
1483,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1484,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1485,33 49 4 60 61 38 75 73 17 14 21 12 78 47 30 71 65 32 62 69
1486,60 49 33 4 61 14 38 21 75 73 17 65 32 62 12 78 47 30 71 69
1487,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1488,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1489,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1490,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1491,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1492,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1493,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1494,49 33 4 60 61 38 14 75 21 73 17 12 78 47 65 32 62 30 71 69
1495,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1496,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1497,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1498,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1499,60 49 33 4 14 61 21 38 75 65 73 17 32 62 12 78 47 30 71 69
1500,49 33 60 4 61 38 14 21 75 73 17 65 12 32 62 78 47 30 71 69
1501,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1502,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1503,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1504,21 14 65 32 62 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1505,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1506,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1507,21 65 32 62 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1508,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1509,32 62 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1510,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1511,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1512,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1513,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1514,49 33 60 4 61 38 14 21 75 73 17 12 78 65 32 62 47 30 71 69
1515,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1516,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1517,21 14 65 32 62 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1518,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1519,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1520,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1521,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1522,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1523,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1524,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1525,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1526,32 62 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1527,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1528,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1529,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1530,49 33 60 4 61 38 14 21 75 73 17 12 65 78 32 62 47 30 71 69
1531,14 21 60 65 32 62 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1532,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1533,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1534,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1535,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1536,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1537,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1538,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1539,33 49 4 60 61 38 75 73 17 14 21 12 78 47 30 71 65 32 62 69
1540,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1541,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1542,49 33 60 4 61 38 14 21 75 73 17 12 78 65 47 32 62 30 71 69
1543,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1544,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
1545,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
