mark,userName,questionId,mark_idx,userName_idx,questionId_idx
Unaccepted,zzzty___,P1013,0,1434,10
Accepted,lrz20090730,P1013,1,628,10
Unaccepted,Dxz_xy27,P1013,0,1435,10
Accepted,DDSX,P1013,1,1436,10
Accepted,菜鸡刘宇轩,P1013,1,733,10
Accepted,Hacket,P1013,1,636,10
Accepted,xmmz517787023,P1013,1,464,10
Accepted,邵子润,P1013,1,1437,10
Accepted,Iris_hu,P1013,1,1438,10
Unaccepted,AgOH,P1013,0,1439,10
Unaccepted,wee_smalloon,P1013,0,1214,10
Accepted,Herio,P1013,1,1440,10
Unaccepted,zxy2005,P1013,0,1441,10
Accepted,Kby20100101,P1013,1,825,10
Unaccepted,guanjinquan,P1013,0,1442,10
Accepted,沙厚天luogu,P1013,1,1443,10
Accepted,xianzhi,P1013,1,1444,10
Accepted,myh20100601,P1013,1,1445,10
Accepted,Nocdis,P1013,1,1262,10
Accepted,hesiyuan,P1013,1,1446,10
Accepted,pangyizhe,P1013,1,1447,10
Unaccepted,leeee007,P1013,0,1448,10
Accepted,judgeman,P1013,1,1449,10
Accepted,不爱刷题大佬,P1013,1,1450,10
Unaccepted,HileBer_Lingting,P1013,0,1451,10
Unaccepted,AlbertShen,P1013,0,1452,10
Accepted,cathyy037,P1013,1,1453,10
Accepted,爱彩虹的牛,P1013,1,1454,10
Accepted,cnmd,P1013,1,1455,10
Unaccepted,cyc123456,P1013,0,1456,10
Unaccepted,青莲梵音,P1013,0,1457,10
Accepted,54fwk,P1013,1,1458,10
Accepted,习近屏,P1013,1,1459,10
Unaccepted,xuandingxin3261,P1013,0,1460,10
Accepted,小脸爱冚剑,P1013,1,1461,10
Accepted,上帝的dfs,P1013,1,1462,10
Accepted,ailanxier,P1013,1,1463,10
Unaccepted,QJKD,P1013,0,1464,10
Unaccepted,洛丝弥尔,P1013,0,1465,10
Unaccepted,王俊捷,P1013,0,1466,10
Unaccepted,typedrandomly,P1013,0,1467,10
Accepted,tanzke,P1013,1,1468,10
Unaccepted,张嘉乐,P1013,0,1469,10
Accepted,___陈浩南___,P1013,1,1470,10
Accepted,20191033love20191002,P1013,1,1471,10
Accepted,qwqaa,P1013,1,1472,10
Unaccepted,方块,P1013,0,203,10
Accepted,林炳辰,P1013,1,921,10
Unaccepted,liyuzhen,P1013,0,1473,10
Unaccepted,Doqizeey,P1013,0,1474,10
Unaccepted,盖世88,P1013,0,1475,10
Accepted,归尘不是梦,P1013,1,1476,10
Accepted,HShongshi,P1013,1,1477,10
Unaccepted,xxy2006,P1013,0,1478,10
Unaccepted,_TXQ_WYB_,P1013,0,1479,10
Accepted,ZUAN_XU,P1013,1,1480,10
Unaccepted,Wqy20090813,P1013,0,1481,10
Accepted,XIESHEN,P1013,1,1482,10
Accepted,唐柰尔318,P1013,1,671,10
Unaccepted,xsb_xxx,P1013,0,1483,10
Accepted,ck1902,P1013,1,1484,10
Accepted,神一般的我呦,P1013,1,1485,10
Accepted,烽火阑珊处,P1013,1,1486,10
Unaccepted,wanyuze,P1013,0,1487,10
Accepted,scain,P1013,1,1488,10
Accepted,IFaQ,P1013,1,1489,10
Unaccepted,201981122林跃,P1013,0,1490,10
Unaccepted,MaxDYF,P1013,0,1491,10
Accepted,分りましたか,P1013,1,1492,10
Accepted,life4gal,P1013,1,1493,10
Accepted,huangyimiao,P1013,1,1494,10
Accepted,寂小寞,P1013,1,1495,10
Accepted,Northen,P1013,1,1496,10
Accepted,陈超❤,P1013,1,1497,10
Unaccepted,赵嘉熠,P1013,0,1498,10
Unaccepted,longlongDmoom,P1013,0,1499,10
Accepted,Floreciente0730,P1013,1,1500,10
Accepted,Electro,P1013,1,1501,10
Unaccepted,1234zyj,P1013,0,1502,10
Accepted,tymzs,P1013,1,1503,10
Accepted,巨力伽罗,P1013,1,1504,10
Accepted,自强不息0,P1013,1,1193,10
Accepted,Chocola4ever,P1013,1,1505,10
Accepted,XAZzxy,P1013,1,1506,10
Accepted,xinziming,P1013,1,1507,10
Accepted,syc2008,P1013,1,1508,10
Unaccepted,Tael,P1013,0,1509,10
Unaccepted,daq0411,P1013,0,1510,10
Accepted,LHC2021,P1013,1,1511,10
Accepted,45中信息王老师,P1013,1,1512,10
Accepted,罗梓豪妈妈,P1013,1,1513,10
Accepted,洛杉矶,P1013,1,1514,10
Unaccepted,oh_test,P1013,0,1515,10
Unaccepted,OOOOOH,P1013,0,1516,10
Accepted,lbc6666,P1013,1,1517,10
Unaccepted,MultiChara,P1013,0,1518,10
Unaccepted,唐宝亮JackBoe,P1013,0,1519,10
Accepted,LAG_121,P1013,1,1520,10
Unaccepted,wudengyu,P1013,0,1521,10
Unaccepted,pocafup,P1013,0,1522,10
Unaccepted,凌曦月,P1013,0,1523,10
Unaccepted,zcr02128,P1013,0,1524,10
Accepted,幻影,P1013,1,1525,10
Accepted,123gogogo,P1013,1,1526,10
Accepted,yanbowen,P1013,1,1527,10
Unaccepted,rzh123,P1013,0,1528,10
Accepted,StephenCurry1,P1013,1,1529,10
Unaccepted,JS_TZ_ZHR,P1013,0,1530,10
Accepted,ZZZ2007,P1013,1,1531,10
Accepted,TheInclude,P1013,1,1532,10
Accepted,zjutcyxzz,P1013,1,1533,10
Accepted,p123jkl,P1013,1,1534,10
Accepted,127_127_127,P1013,1,1535,10
Accepted,whiterun,P1013,1,1536,10
Accepted,郭梁,P1013,1,1537,10
Accepted,chufuzhe,P1013,1,1538,10
Accepted,海格岩link,P1013,1,1539,10
Accepted,Aaronwrq,P1013,1,1540,10
Unaccepted,zltzlt,P1013,0,1541,10
Accepted,wzcjy,P1013,1,1542,10
Unaccepted,MoYuFang,P1013,0,1543,10
Accepted,亡灵法师doom,P1013,1,1544,10
Accepted,邱苏怡Echo666666,P1013,1,1545,10
Accepted,Masternz,P1013,1,1546,10
Unaccepted,万禹泽2010,P1013,0,1547,10
Accepted,szq792410,P1013,1,1548,10
Unaccepted,147258369csy,P1013,0,1549,10
Unaccepted,MrCrabs,P1013,0,1550,10
Unaccepted,飞花雨絮,P1013,0,1551,10
Accepted,Yu15155737092,P1013,1,1552,10
Accepted,红,P1013,1,1224,10
Accepted,hacz2020238,P1013,1,1553,10
Accepted,xxmltjin,P1013,1,1554,10
Accepted,蒟蒻专业团队,P1013,1,1555,10
Unaccepted,huangyuao,P1013,0,1556,10
Accepted,IcarusFalls_3,P1013,1,1557,10
Accepted,zzx23362838,P1013,1,1558,10
Accepted,Syxxhxh3,P1013,1,1559,10
Accepted,shenyangguang,P1013,1,1560,10
Unaccepted,hh4ht,P1013,0,1561,10
Unaccepted,伟人LJB,P1013,0,1562,10
Accepted,Vamper,P1013,1,1563,10
Accepted,2826850350L,P1013,1,1564,10
Unaccepted,AX_Determination,P1013,0,1565,10
Unaccepted,skyの影Zi,P1013,0,1566,10
Accepted,三酒焱寒,P1013,1,1567,10
Accepted,SZY123456,P1013,1,1568,10
Unaccepted,Xrcluogu,P1013,0,1569,10
Unaccepted,kittyover,P1013,0,1570,10
Unaccepted,shino20002000,P1013,0,1571,10
Accepted,abcjarvis20100415,P1013,1,1572,10
Accepted,mq20202,P1013,1,1573,10
Accepted,Capricornus,P1013,1,1574,10
Accepted,hacz陈修同,P1013,1,1575,10
Accepted,sdfz20191326,P1013,1,1576,10
Unaccepted,土块卢本伟,P1013,0,1577,10
Accepted,xcongratulations,P1013,1,1578,10
Accepted,weibomy,P1013,1,1579,10
Unaccepted,zeroliebe,P1013,0,1580,10
Unaccepted,zhlpark,P1013,0,1581,10
Accepted,kkio,P1013,1,1582,10
Unaccepted,wangbinfeng,P1013,0,1583,10
Accepted,18196622579jyq,P1013,1,1584,10
Accepted,ronin2,P1013,1,1585,10
Accepted,伪装学渣,P1013,1,1586,10
Accepted,寒江孤影,P1013,1,1587,10
Unaccepted,Liuyuzhuo,P1013,0,1588,10
Accepted,可爱的刘泰宏,P1013,1,1589,10
Unaccepted,yangxintong,P1013,0,1590,10
Unaccepted,XWD070719,P1013,0,649,10
Unknown Error,水逆还再超kkk,P1013,6,1591,10
Accepted,louisgui,P1013,1,1592,10
Unaccepted,_Severus_Snape,P1014,0,1593,11
Unaccepted,MYHFAFA,P1014,0,1594,11
Unaccepted,婺落111,P1014,0,1595,11
Accepted,SimonJY,P1014,1,1596,11
Accepted,Renga丶,P1014,1,52,11
Unaccepted,Mlady,P1014,0,1597,11
Accepted,LEO778,P1014,1,1598,11
Accepted,fortherule,P1014,1,1599,11
Accepted,kukululu,P1014,1,1600,11
Accepted,20090406lzy,P1014,1,1065,11
Accepted,_111,P1014,1,682,11
Accepted,强扭的瓜不甜,P1014,1,1601,11
Unaccepted,HCPR,P1014,0,1602,11
Unaccepted,jkl1572,P1014,0,902,11
Accepted,LB小白,P1014,1,1603,11
Accepted,xiaoshengxia,P1014,1,1604,11
Accepted,Litsev,P1014,1,34,11
Unaccepted,haozizizi,P1014,0,1605,11
Unaccepted,L__key,P1014,0,1606,11
Unshown,,P1014,2,46,11
Unaccepted,Jaryiyyyyy,P1014,0,401,11
Unaccepted,都某叫什么,P1014,0,1607,11
Unaccepted,designeiir,P1014,0,1608,11
Accepted,NormanWang,P1014,1,1609,11
Accepted,superzxr,P1014,1,1075,11
Accepted,caimeng39_0706lin,P1014,1,1610,11
Unaccepted,supercatex,P1014,0,1150,11
Unaccepted,seandev,P1014,0,342,11
Accepted,blackmountainMIE,P1014,1,1611,11
Accepted,666wzhsdsg666,P1014,1,1612,11
Unaccepted,swtt,P1014,0,1613,11
Accepted,浮河之渚,P1014,1,1614,11
Unaccepted,Barry0903,P1014,0,136,11
Accepted,不羁123,P1014,1,424,11
Unaccepted,A991351103z,P1014,0,1615,11
Accepted,左丞相953105,P1014,1,148,11
Accepted,vbc___,P1014,1,1009,11
Unaccepted,Liangzhi,P1014,0,1616,11
Accepted,Luqy0307,P1014,1,530,11
Accepted,GC_XBY,P1014,1,524,11
Accepted,fanxuanming,P1014,1,1617,11
Accepted,BFLuogu,P1014,1,1618,11
Accepted,dhreason,P1014,1,1619,11
Unaccepted,zhubin2020,P1014,0,1620,11
Unaccepted,fufufufufu,P1014,0,188,11
Accepted,15129718wang,P1014,1,1621,11
Accepted,codeloong,P1014,1,488,11
Accepted,hnust_ghl,P1014,1,1622,11
Unaccepted,Wanaihua,P1014,0,1623,11
Accepted,guofeng,P1014,1,244,11
Judging,gaojingni,P1014,3,1624,11
Unaccepted,Wjhooo,P1014,0,1625,11
Accepted,chenlei626,P1014,1,1626,11
Accepted,wjt_,P1014,1,990,11
Unaccepted,wzxx202101,P1014,0,1627,11
Accepted,redrumlivedog,P1014,1,1628,11
Unaccepted,mxxmj123,P1014,0,1629,11
Unaccepted,heiheihha,P1014,0,1630,11
Accepted,quezinuo227,P1014,1,1631,11
Accepted,孔垂华15831187788,P1014,1,1632,11
Accepted,hzy2994066418,P1014,1,1633,11
Unaccepted,fang96,P1014,0,1634,11
Unaccepted,lpcv5,P1014,0,1635,11
Accepted,ss12345678,P1014,1,555,11
Accepted,曾哲瀚,P1014,1,1433,11
Accepted,zzq138157,P1014,1,943,11
Unaccepted,百无禁忌,P1014,0,1636,11
Unaccepted,Deeplow,P1014,0,1637,11
Accepted,枫辰1211,P1014,1,1638,11
Accepted,叶林枫,P1014,1,1639,11
Accepted,lsj20091013,P1014,1,1640,11
Unaccepted,把海弄干的鱼,P1014,0,670,11
Unaccepted,1258656275a,P1014,0,1641,11
Unaccepted,666SXC666,P1014,0,1642,11
Accepted,ghost_D,P1014,1,1197,11
Accepted,竹芒,P1014,1,1643,11
Unaccepted,落雪听梅o,P1014,0,1026,11
Accepted,朱颜瘦,P1014,1,1644,11
Accepted,louziqi,P1014,1,1645,11
Accepted,15565818518a,P1014,1,1646,11
Accepted,user258,P1014,1,1647,11
Accepted,nuistcwyzy,P1014,1,954,11
Accepted,Pearl√mike√tea,P1014,1,1648,11
Accepted,caijianhong,P1014,1,1649,11
Unaccepted,是故里呀,P1014,0,959,11
Accepted,nightnowxk,P1014,1,1650,11
Accepted,cloudmist,P1014,1,1040,11
Accepted,Maxjin,P1014,1,1651,11
Unaccepted,Max盼盼,P1014,0,1652,11
Accepted,HJX071204,P1014,1,1653,11
Accepted,颓唐唐0v0,P1014,1,1654,11
Accepted,shilun,P1014,1,1655,11
Accepted,汪奕铮,P1014,1,1656,11
Accepted,xgc123456,P1014,1,691,11
Accepted,TangKeXin,P1014,1,1657,11
Accepted,acm120145,P1014,1,1658,11
Accepted,lrz20090730,P1014,1,628,11
Unaccepted,zhangbaijian,P1014,0,1659,11
Accepted,Dorothy2020,P1014,1,1660,11
Accepted,gxxjqqiang,P1014,1,1661,11
Accepted,千里之外,P1014,1,1114,11
Accepted,lyj20061218,P1014,1,1662,11
Accepted,马斯123456,P1014,1,1663,11
Unaccepted,Romantic_Mystery,P1014,0,1664,11
Accepted,___船底星___,P1014,1,1665,11
Accepted,菜鸡刘宇轩,P1014,1,733,11
Accepted,夏乐,P1014,1,1666,11
Unaccepted,11onion11,P1014,0,1667,11
Accepted,沙雕理科男,P1014,1,994,11
Unaccepted,lixingyaoxxx,P1014,0,700,11
Accepted,Hacket,P1014,1,636,11
Accepted,bili_799,P1014,1,1419,11
Unaccepted,Yyx628,P1014,0,1668,11
Accepted,Marioboss,P1014,1,1669,11
Accepted,卖老鼠的蟑螂,P1014,1,1670,11
Accepted,ZhuchenZhong,P1014,1,1024,11
Accepted,XWD070719,P1014,1,649,11
Accepted,strength,P1014,1,1020,11
Unaccepted,hlpswl,P1014,0,1671,11
Accepted,hm_hanpeilun,P1014,1,648,11
Unaccepted,大户爱,P1014,0,1672,11
Accepted,025kjki,P1014,1,1031,11
Accepted,李堂辉,P1014,1,1673,11
Accepted,A252614,P1014,1,1674,11
Accepted,HJB4AM,P1014,1,1675,11
Accepted,加糖也不甜,P1014,1,1676,11
Unaccepted,CHY140221,P1014,0,1677,11
Accepted,陈灏199074068,P1014,1,1678,11
Unaccepted,FraNny,P1014,0,1679,11
Accepted,hw1914zzy,P1014,1,1680,11
Accepted,45中信息王老师,P1014,1,1512,11
Unaccepted,Lmy_02190403,P1014,0,1681,11
Accepted,cd4cyz,P1014,1,1682,11
Accepted,SunZLC,P1014,1,1683,11
Unaccepted,zhanbang,P1014,0,1684,11
Accepted,TigerXu,P1014,1,1685,11
Unaccepted,wzw08,P1014,0,1686,11
Accepted,火星King,P1014,1,1687,11
Unaccepted,XBWxbw123zxc,P1014,0,537,11
Accepted,烤焦了饼干,P1014,1,1688,11
Unaccepted,吴思诚,P1014,0,1689,11
Unaccepted,cy0511301,P1014,0,1690,11
Accepted,水滴3,P1014,1,1691,11
Accepted,feijizhadan,P1014,1,1692,11
Accepted,徐梓皓Xzh,P1014,1,1693,11
Accepted,XDX123,P1014,1,1694,11
Accepted,Jerry_Zhou,P1014,1,652,11
Unaccepted,Ohto_Ai,P1014,0,1695,11
Unaccepted,ThomasG,P1014,0,1696,11
Accepted,_Veritas,P1014,1,895,11
Accepted,四水kpl,P1014,1,1697,11
Unaccepted,Mao_xian0412,P1014,0,1698,11
Unaccepted,bess,P1014,0,1699,11
Unaccepted,乙酰水杨酸,P1014,0,1700,11
Unaccepted,龙猫hhh,P1014,0,923,11
Unaccepted,kkkkkkb啊,P1014,0,1701,11
Accepted,天上的LG亮晶晶,P1014,1,791,11
Accepted,Kevoila,P1014,1,1702,11
Unaccepted,是翟伟泽呀,P1014,0,1703,11
Unaccepted,15648057966l,P1014,0,1704,11
Accepted,zjyfcs,P1014,1,1705,11
Accepted,Y_W_Z,P1014,1,1706,11
Accepted,落雨廾匸,P1014,1,1397,11
Accepted,Zyp123,P1014,1,1707,11
Unaccepted,zsMax,P1014,0,1708,11
Unaccepted,QWQ小菜鸡,P1014,0,1709,11
Accepted,LuMinghao26,P1014,1,689,11
Unaccepted,20002076StMoXy,P1014,0,1710,11
Unaccepted,zhaozixuan,P1014,0,1711,11
Unaccepted,立志精通c,P1014,0,1712,11
Unaccepted,yyyww,P1014,0,1713,11
Accepted,SteelBallRun,P1014,1,1050,11
Accepted,thunderliao,P1014,1,1714,11
Unaccepted,zhuangyukun1006,P1014,0,1715,11
Unaccepted,CLdai13,P1014,0,1716,11
Unaccepted,a_sad_soul,P1014,0,1717,11
Unaccepted,cxkloveqbl,P1014,0,666,11
Accepted,solytia,P1014,1,1718,11
Unaccepted,chengmengmeng,P1014,0,1719,11
Unaccepted,zhangxiaoju123,P1014,0,1720,11
Accepted,fenghaoxiang,P1014,1,1721,11
Unaccepted,ACking2,P1014,0,1722,11
Accepted,thunderzy,P1014,1,1723,11
Accepted,猴赛雷啊,P1014,1,1724,11
Unaccepted,a_light,P1014,0,1725,11
Unaccepted,null_jane,P1014,0,1726,11
Accepted,07hme06,P1014,1,1727,11
Unaccepted,dxbj,P1014,0,1225,11
Unaccepted,Lynnnnnne,P1014,0,1728,11
Unaccepted,lenjin123,P1014,0,1729,11
Accepted,fei_09,P1014,1,1730,11
Accepted,six_thirty_PM,P1014,1,1731,11
Accepted,NitrogenLi,P1014,1,1732,11
Accepted,金帆海007,P1014,1,1733,11
Unaccepted,一？,P1014,0,1375,11
Unaccepted,沈子航。。。,P1014,0,1734,11
Unaccepted,杨书哲,P1014,0,1735,11
Accepted,heshuxi,P1014,1,1736,11
Accepted,王玄,P1014,1,1417,11
Unaccepted,SkyBlueMinecraft,P1014,0,1737,11
Unaccepted,Flattaaa_w,P1014,0,1738,11
Accepted,WYX001,P1014,1,1739,11
Unaccepted,rongyixin,P1014,0,1740,11
Accepted,hsy13711673658,P1014,1,1741,11
Accepted,yj5811528,P1014,1,1742,11
Unaccepted,target15,P1014,0,1743,11
Unaccepted,zyedbx,P1014,0,1744,11
Unaccepted,Louisczl,P1014,0,1745,11
Accepted,Chihao,P1014,1,987,11
Accepted,Jiwj123,P1014,1,1746,11
Unaccepted,小桐狗,P1016,0,1747,12
Accepted,_111,P1016,1,682,12
Accepted,凋落的年华,P1016,1,1748,12
Unaccepted,把海弄干的鱼,P1016,0,670,12
Accepted,Karl_musk29,P1016,1,1749,12
Unaccepted,Veternum,P1016,0,1750,12
Unaccepted,光头兄,P1016,0,1751,12
Accepted,swy0203小蒟蒻,P1016,1,1752,12
Unaccepted,一寸先は闇,P1016,0,1753,12
Unshown,,P1016,2,46,12
Accepted,菡萏禅语,P1016,1,747,12
Unaccepted,卢本伟牛逼666,P1016,0,1754,12
Accepted,shishuo,P1016,1,760,12
Unaccepted,旧梦如孤,P1016,0,1272,12
Accepted,曾哲瀚,P1016,1,1433,12
Unaccepted,david_66,P1016,0,269,12
Unaccepted,czh13635542457,P1016,0,1755,12
Accepted,ggjjssjjgghh,P1016,1,1756,12
Accepted,Ymw123,P1016,1,1757,12
Accepted,lrz20090730,P1016,1,628,12
Accepted,菜鸡刘宇轩,P1016,1,733,12
Accepted,Hacket,P1016,1,636,12
Accepted,XWD070719,P1016,1,649,12
Unaccepted,201981122林跃,P1016,0,1490,12
Accepted,skycity刘沐远,P1016,1,1758,12
Unaccepted,kevenriggs,P1016,0,1759,12
Accepted,Downroad_FutureSnow,P1016,1,27,12
Unaccepted,2xyJja,P1016,0,1760,12
Unaccepted,yhwlmfx,P1016,0,1761,12
Unaccepted,LZOI_LS,P1016,0,1762,12
Unaccepted,yinzeinaiyin,P1016,0,751,12
Unaccepted,黄兵伟,P1016,0,1763,12
Unaccepted,飞天者,P1016,0,814,12
Unaccepted,dukeg,P1016,0,1764,12
Accepted,梅零云溪,P1016,1,1765,12
Unaccepted,jc3351749825,P1016,0,1766,12
Unaccepted,咸咸咸鱼,P1016,0,1767,12
Unaccepted,wr1827276190,P1016,0,711,12
Accepted,xiebuning,P1016,1,1768,12
Unaccepted,LPA20020220,P1016,0,1769,12
Unaccepted,qaq1119999,P1016,0,1770,12
Unaccepted,henu_wcf,P1016,0,710,12
Accepted,45中信息王老师,P1016,1,1512,12
Unaccepted,小鹿心中乱撞,P1016,0,1771,12
Accepted,1487258938beibei,P1016,1,1132,12
Unaccepted,漠漠轻寒,P1016,0,716,12
Accepted,thelast,P1016,1,817,12
Unaccepted,FanYongchen,P1016,0,1772,12
Accepted,fml4d1,P1016,1,1773,12
Unaccepted,ℋ,P1016,0,1774,12
Unaccepted,伏羲扶膝复习,P1016,0,1775,12
Unaccepted,jin888,P1016,0,1776,12
Accepted,MonsTornado,P1016,1,1777,12
Unaccepted,G_eek,P1016,0,1778,12
Unaccepted,ya888g,P1016,0,1779,12
Accepted,xianzhi,P1016,1,1444,12
Unaccepted,dsyfb_437,P1016,0,1780,12
Unaccepted,TigerDing,P1016,0,1781,12
Accepted,ljqqq123,P1016,1,1782,12
Accepted,myh20100601,P1016,1,1445,12
Unaccepted,任长安,P1016,0,1783,12
Unaccepted,上杉绘橘衣,P1016,0,1076,12
Accepted,青莲梵音,P1016,1,1457,12
Accepted,yishu2,P1016,1,1784,12
Unaccepted,神一般的我呦,P1016,0,1485,12
Accepted,何子澍080717,P1016,1,1785,12
Unaccepted,_R_M_B_,P1016,0,1786,12
Accepted,Elaphurus,P1016,1,1787,12
Accepted,13865938968zh,P1016,1,1788,12
Unaccepted,荼白,P1016,0,1789,12
Unaccepted,kevin20080329,P1016,0,1210,12
Accepted,Neworld,P1016,1,1790,12
Unaccepted,GZMing,P1016,0,1791,12
Unaccepted,wangzixuan20020515,P1016,0,1792,12
Accepted,gaoning200207,P1016,1,1793,12
Accepted,史皓宇,P1016,1,1794,12
Unaccepted,snow019,P1016,0,1795,12
Unaccepted,名为shy的蒟蒻,P1016,0,1796,12
Unaccepted,z1151105447,P1016,0,1797,12
Unaccepted,z2290697169,P1016,0,1798,12
Unaccepted,罗某YYDS,P1016,0,1799,12
Accepted,迪哥闯世界,P1016,1,1800,12
Unaccepted,zjh111111,P1016,0,1801,12
Accepted,椰梓轻,P1016,1,1802,12
Accepted,爱彩虹的牛,P1016,1,1454,12
Accepted,tanzke,P1016,1,1468,12
Accepted,ailanxier,P1016,1,1463,12
Unaccepted,starry2349,P1016,0,1803,12
Accepted,洛丝弥尔,P1016,1,1465,12
Unaccepted,DreamcatcherDENG,P1016,0,1804,12
Accepted,cyc123456,P1016,1,1456,12
Accepted,小脸爱冚剑,P1016,1,1461,12
Unaccepted,TJUT_0027,P1016,0,1805,12
Unaccepted,wjt_,P1016,0,990,12
Accepted,MtCr,P1016,1,1806,12
Accepted,xinzimin,P1016,1,1807,12
Unaccepted,Lord呆毛,P1016,0,1808,12
Unaccepted,54fwk,P1016,0,1458,12
Unaccepted,iostreamy,P1016,0,1809,12
Unaccepted,lllllllx,P1016,0,1810,12
Accepted,ACDSee,P1016,1,1811,12
Unaccepted,Emensigo05,P1016,0,1812,12
Accepted,2zsh,P1016,1,1813,12
Unaccepted,yangsir,P1016,0,1814,12
Accepted,heheql,P1016,1,1815,12
Unaccepted,王章禾庭,P1016,0,1816,12
Unaccepted,GTAyin,P1016,0,1817,12
Unaccepted,呐呐是笨笨,P1016,0,1317,12
Unaccepted,pesserby,P1016,0,1818,12
Unaccepted,H1910819063,P1016,0,1819,12
Unaccepted,Yang080108,P1016,0,1820,12
Unaccepted,___陈浩南___,P1016,0,1470,12
Accepted,elainelighting,P1016,1,1821,12
Unaccepted,myyynyhb,P1016,0,1822,12
Unaccepted,leaf1170124460,P1016,0,1823,12
Unaccepted,smartao,P1016,0,1824,12
Accepted,283688RYL,P1016,1,1825,12
Unaccepted,zzjnjy,P1016,0,1826,12
Unaccepted,chicken,P1016,0,1827,12
Unaccepted,Qing_喵乖乖喵,P1016,0,1828,12
Accepted,帅气的何安逸,P1016,1,1829,12
Unaccepted,Cheney011214,P1016,0,1830,12
Accepted,xiaozongzi001,P1016,1,1831,12
Unaccepted,zerotone,P1016,0,1832,12
Unaccepted,hhn20170511,P1016,0,1833,12
Accepted,TJUT_0010,P1016,1,1834,12
Unaccepted,lynn10,P1016,0,1835,12
Unaccepted,baozoudemolimao,P1016,0,1836,12
,garethhkm2023,P1017,5,1837,13
Accepted,_111,P1017,1,682,13
Unaccepted,Need_No_Name,P1017,0,1838,13
Accepted,Eason_AC,P1017,1,341,13
Unaccepted,a202002028,P1017,0,1839,13
Accepted,Zyp123,P1017,1,1707,13
Accepted,Bady,P1017,1,1401,13
Accepted,ronghuo,P1017,1,525,13
Unaccepted,Juan510_,P1017,0,1840,13
Accepted,zksd,P1017,1,1841,13
Waiting,z_y_m,P1017,4,442,13
Unaccepted,programmingLMZ,P1017,0,937,13
Accepted,你永不独行,P1017,1,1842,13
Accepted,fzt1426057268,P1017,1,598,13
Accepted,shishuo,P1017,1,760,13
Accepted,HIGHer·,P1017,1,1427,13
Unaccepted,std666,P1017,0,408,13
Unaccepted,浩诚,P1017,0,1843,13
Unaccepted,SSFC103王赫奕,P1017,0,1844,13
Accepted,WAing_,P1017,1,1845,13
Accepted,下一秒奢望,P1017,1,1846,13
Unaccepted,as4937,P1017,0,1847,13
Unaccepted,ZHUWZ,P1017,0,1270,13
Unaccepted,星灯小恐龙,P1017,0,1848,13
Unshown,,P1017,2,46,13
Accepted,lrz20090730,P1017,1,628,13
Accepted,zgm123456,P1017,1,1849,13
Unaccepted,Dxz_xy27,P1017,0,1435,13
Unaccepted,yechengzhi,P1017,0,1850,13
Accepted,菜鸡刘宇轩,P1017,1,733,13
Accepted,Hacket,P1017,1,636,13
Unaccepted,mawei,P1017,0,1851,13
Accepted,XWD070719,P1017,1,649,13
Accepted,wujie_2018,P1017,1,719,13
Unaccepted,lyd070424,P1017,0,1852,13
Unaccepted,wpwzy,P1017,0,1853,13
Accepted,Emiyaa,P1017,1,1854,13
Accepted,wsy18621005698,P1017,1,570,13
Accepted,Jerry_Zhou,P1017,1,652,13
Unaccepted,mynameisxbz,P1017,0,1855,13
Accepted,huangzihuai,P1017,1,1856,13
Accepted,A83原泽洋,P1017,1,1857,13
Accepted,邵子润,P1017,1,1437,13
Accepted,mzj123456,P1017,1,1012,13
Accepted,UNN108,P1017,1,1858,13
Unaccepted,diejazhi,P1017,0,1859,13
Unaccepted,3TH3TH,P1017,0,1860,13
Accepted,a15105877016,P1017,1,1861,13
Unaccepted,MyIfrit,P1017,0,1862,13
Accepted,acmgyt,P1017,1,1863,13
Accepted,唐柰尔318,P1017,1,671,13
Accepted,加载中……,P1017,1,1864,13
Accepted,Paseo,P1017,1,1865,13
Accepted,ZXChasing,P1017,1,1866,13
Unaccepted,languageleo,P1017,0,1867,13
Accepted,GZMing,P1017,1,1791,13
Accepted,magicwenli,P1017,1,1868,13
Accepted,lixuanze,P1017,1,717,13
Accepted,tangyuqiang,P1017,1,1196,13
Unaccepted,上杉绘橘衣,P1017,0,1076,13
Unaccepted,Aa_WoShi,P1017,0,1869,13
Accepted,colaleve,P1017,1,1870,13
Unaccepted,PerseusEdwards,P1017,0,1871,13
Accepted,pitiless_j,P1017,1,1872,13
Accepted,liuwei152,P1017,1,1873,13
Unaccepted,starry2349,P1017,0,1803,13
Unaccepted,Steelwall2014,P1017,0,1874,13
Accepted,hkx123456,P1017,1,1875,13
Accepted,jjb_coder,P1017,1,1876,13
Accepted,xianzhi,P1017,1,1444,13
Accepted,Cambridge,P1017,1,1877,13
Accepted,iqiao,P1017,1,1878,13
Unaccepted,ZZJJXX,P1017,0,1879,13
Accepted,InsomniaFly,P1017,1,1880,13
Unaccepted,tjhd1475,P1017,0,1881,13
Accepted,安若夕阳。。,P1017,1,1882,13
Accepted,星河气泡,P1017,1,1883,13
Accepted,凉皮,P1017,1,1425,13
Unaccepted,matengsdu,P1017,0,1884,13
Accepted,Cab_CAI,P1017,1,1885,13
Accepted,Alex929,P1017,1,1886,13
Accepted,AmyYang,P1017,1,1887,13
Unaccepted,Liangjm,P1017,0,1426,13
Accepted,yin123456,P1017,1,1888,13
